sentence,Response
i put on a new pair of slippers after mopping yesterday.,Non-distorted
my son slept all night.,Non-distorted
teaching my son to ride his bicycle in the yard.,Non-distorted
i ordered a lavender-flavored latte and was pleasantly surprised by how delicious it was.,Non-distorted
i looked outside and notice that the grass seed i planted a month ago is doing pretty well still.,Non-distorted
i found a new software that is helping me to earn more money.,Non-distorted
my new shoes came in the mail.,Non-distorted
enjoy with my family .,Non-distorted
"my dog, mabel, was very good and didn't chew up or destroy anything despite the fact that i was gone far longer than usual.",Non-distorted
i built and finished a kitchen table for my wife.,Non-distorted
i made a dinner that the entire family enjoyed.,Non-distorted
i practiced consistently for a sport.,Non-distorted
"a new in game event is going on in my favorite game, overwatch, and i'm excited to play.",Non-distorted
"today, i helped my wife save a bunch of money by finding a better deal online for her.",Non-distorted
i booked a plane ticket to vietnam.,Non-distorted
i sat with my father drinking bourbon and talking about life for an hour as the sunset.,Non-distorted
"easter morning, when i took my kids to my parents house.",Non-distorted
"a month ago, i went to meet my aunt who lives in a different state. this was a happy moment. .",Non-distorted
"the moment we found out that my son who is in the kindergarten, will be accepting an award.",Non-distorted
playing a board game with my mother and family friends.,Non-distorted
i went out on a dinner date with a girl i recently met.,Non-distorted
my significant other and i played red rope on steam together over the weekend and despite it being a super frustrating game it was a lot of fun!,Non-distorted
i reached a desirable ranking on my favorite game for the first time.,Non-distorted
my friends threw a surprise birthday lunch for me.,Non-distorted
i recently baked my first loaf of bread.,Non-distorted
today i went to my grandma's house and played with my childhood dog!,Non-distorted
my little daughter came up and hugged my kneww.,Distorted
i went snorkelling for the first time.,Non-distorted
my relatives came over to visit me.,Non-distorted
i got to spend time with a group of friend's in our bible study. .,Non-distorted
"one thing that made me happy was going to a counselor with my girlfriend, it feels like we made progress in our relationship.",Distorted
doing a deep clean on my room.,Non-distorted
i played video games with my friends for a few hours.,Non-distorted
i enjoyed watching a funny youtube video with my family. .,Non-distorted
"my wife, daughter, and i went to a water park last weekend.",Non-distorted
i received bonus with my salary last month made me happy.,Non-distorted
"when somebody compliments me sincerely on my work, i felt proud and successful.",Non-distorted
i kicked a game winning field goal for my semi-professional football team.,Non-distorted
went to a starbucks which i rarely have time for and enjoyed a cup of coffee and a danish while surfing the internet. .,Non-distorted
getting breakfast from my workmate.,Non-distorted
i got my bff to stop yelling at me all the time because her boyfriend is a dick.,Distorted
i had an experiment go in a very positive direction at work and that made me happy.,Non-distorted
i bought beer.,Non-distorted
i bought a shirt that looks good on me.,Non-distorted
getting a five dollar bonus.,Non-distorted
listening to kendrick lamar and schoolboy q made me feel hyped up and happy today.,Non-distorted
my memorable day is my school days i enjoy a lot with my school friend gand 10ckass .,Distorted
i was approved for a new apartment lease.,Non-distorted
ate lunch with my dad and caught up with him.,Non-distorted
my son received a great score on a science test.,Non-distorted
it was warm enough yesterday that i didn't need a jacket.,Non-distorted
"my son, who doesn't speak well, said ""i love you"" to me. .",Distorted
"i got back my altered clothing, and it fit perfectly.",Non-distorted
took my kids to the circus.,Non-distorted
bought my favorite snacks and i get to eat them tonight.,Non-distorted
i saw the movie beauty and the beast with my two daughters.,Non-distorted
i saw a picture of my sister's new baby.,Non-distorted
"i picked up a ""mountain dew black label"" from the gas station to test this new flavor and really liked it.",Non-distorted
when i bought myself the new yeezy boost shoes. .,Non-distorted
i repair my old laptop.,Non-distorted
when i finally finished making my first video game by myself.,Non-distorted
i got started with a new company.,Non-distorted
i won $10 on a lottery scratch ticket.,Non-distorted
i ordered a new iphone. the iphone 7 plus. .,Non-distorted
my daughter brought me back food from taco bell when i was hungry without me asking for it.,Non-distorted
my dogs yearly checkup returned to be good.,Non-distorted
my friend discovered a new nature trail nearby and showed up at my house with a great bicycle and helmet for me. .,Non-distorted
my wife and i went on a weekend getaway to the beach.,Non-distorted
i realized last night that i will make more money this month than i previously thought. .,Non-distorted
i made a new personal benchpress record.,Non-distorted
i talked to a group of people about an issue i was concerned with.,Non-distorted
i set a personal record for the amount of weight i lifted while strength training.,Non-distorted
made me happy that the weather was nice today.,Non-distorted
got new rug for my den. i've wanted it for ages!,Non-distorted
i brought my bench press inside out of the weather. i went out and carried it in one piece at a time.,Non-distorted
"finishing all my chores early in the week and getting to relax during this past weekend, made me very happy.",Non-distorted
going on a field trip with my son. we went to a baseball game and seeing his eyes light up and getting joy with something new was awesome.,Non-distorted
i worked out first thing this morning.,Non-distorted
the new york knicks actually played well and won a game.,Non-distorted
all the seeds in my wife and i's garden have germinated and started to sprout.,Non-distorted
got my lab reports back. my cholesterol was awesome. .,Non-distorted
passing my college exam.,Non-distorted
i discovered a new store that sells many things i really like.,Non-distorted
i went to my doctors and found out im having a boy and a girl in august.,Non-distorted
"when it was my free session at school, which means i had 35 minutes of no learning.",Distorted
a deep romance with my girlfriend last weekend was extremely awesome.,Distorted
i ate some really tasty ice cream.,Non-distorted
i got a full 8 hours of sleep.,Non-distorted
i kept receiving these easy daily mturk hits asking me to describe happinesses.,Distorted
i pet my cat for few minutes.,Non-distorted
"taxes are headed lower, thank god!",Distorted
i had time to sit and read a good book.,Non-distorted
i had a productive day at work today.,Non-distorted
i was able to spend time with a close friend i hadn't seen in a year.,Non-distorted
i received a gift card from a survey panel that i belong to. .,Non-distorted
an event that made me happy was my brother choosing to go into the military.,Distorted
i got a new stereo for my car.,Non-distorted
completed all the routine vaccines for my 2 years old daughter and next vaccine when she will be 5 years.,Non-distorted
my little cousin sending me funny memes on instagram.,Non-distorted
i find out that i get an a for my managerial accounting class!,Distorted
i had a good dream.,Non-distorted
"my girlfriend, who is sick, finally managed to get to sleep.",Non-distorted
my order for six pounds of coffee beans arrived today!,Non-distorted
"on my 21st birthday, my boyfriend proposed to me.",Non-distorted
went to the keys for some family time.,Non-distorted
a new season of my favorite show was added to netflix.,Non-distorted
my daughter got god marks in annual examination.she makes me very proud.,Non-distorted
i successfully climbed to the top of the old man of storr.,Non-distorted
i received time off for memorial day weekend.,Non-distorted
i am happy and grateful that we still have the same next door neighbors that we've had for 20 years.,Non-distorted
i received compliments for the chicken dinner that i made tonight.,Non-distorted
my sister said the food i made was delicious.,Non-distorted
i bought the video game for which i was saving.,Non-distorted
i made some grilled chicken.,Non-distorted
i watched an april fools video that was very funny.,Non-distorted
an event that made me really happy when i was finally accepted into a nursing program after i had been applying for different programs for two years.,Non-distorted
i got a 1 tb hard disk full of movies from my friend for one week.,Non-distorted
my neighbor didn't bother me today.,Non-distorted
my fianca(c) and i prepared a delicious dinner together.,Non-distorted
i finished filing my taxes.,Non-distorted
i was happy when i got to see one of my old dogs again earlier today. .,Non-distorted
i was able to finish my work just in time for tommorrow's presentation.,Non-distorted
i got some important genealogical research papers in the mail which confirmed a hunch i had. .,Non-distorted
i made sandwiches made by me.,Non-distorted
re-watched a favorite tv show.,Non-distorted
i found the perfect gift of her favorite cosmetics brand for my friend that i will give to her later this month. .,Non-distorted
my husband made dishes after yesterday's lunch.,Non-distorted
going for a run.,Non-distorted
my husband cleaned out my car for me while i took a nap.,Non-distorted
"visiting my college roommate at her apartment in new york city, catching up and hearing about her new life there. .",Non-distorted
i had dinner with my parents.,Non-distorted
my cat cuddled with me in the morning when i woke up.,Non-distorted
yesterday i helped old man who asking for food.,Distorted
i discovered that the apple clips application came out on the iphone. this event made me happy when i told my mother she could finally start recording videos on her phone like she has always wanted to due to her love of watching youtubers.,Non-distorted
"one event that made me happy in the past three months was when i went to my boyfriend's house and his dog, who is usually very reserved and shy, was so happy to see me that he danced around and jumped on me. .",Non-distorted
i lowered my golf handicap by 5 strokes. .,Non-distorted
i demonstrated a chemical reaction in the practical lab which attracts all the students.,Non-distorted
had waffles with my sister.,Non-distorted
finding out that my best friend was pregnant again. she hasn't had any luck in that department so for her to have this happen finally was a great feeling. .,Distorted
graduated from nursing school. .,Non-distorted
our vacation is getting close. .,Non-distorted
"i was feeling grateful thinking about spending time with my mom and wife on mother's day, i ordered flowers for them.",Non-distorted
"cleaning out my dresser and closet yesterday afternoon made me feel productive, less stressed, and happy to have finished an important task.",Non-distorted
 bought my desired bike in my own salary and that was a fruitful moment in my life which i will cherish forever. i had to save money for almost a year in-order to buy. .,Non-distorted
"i managed to make my bus connections seamlessly. this cut my transit time down 15 minutes, and i was able to get home to my awaited package earlier. .",Non-distorted
i dropped 10.2 kilo.,Non-distorted
the day 1 married spouse .,Distorted
last 3 month i was very happy when my mother get released from hospital.,Distorted
i was happy when i was able to eat 3 pieces of fried chicken for dinner. .,Non-distorted
"my youngest daughters first birthday party, this was an amazing day.",Non-distorted
"i hung out at my boyfriend's place of work, a bar, on cince de mayo and got to spend time with people i had not seen in months.",Non-distorted
i watched a hilarious video on youtube.,Non-distorted
i just got hired for a really fun temporary job that begins next week.,Non-distorted
went and saw hamilton while i was on vacation.,Non-distorted
one happy moment for me was the first time i ever went on trip outside the usa it was amazing great time i had.,Non-distorted
i play a game called in the groove and i entered into the 13 blocks now passing about a dozen.  this is probably my biggest achievement as the physical challenge is quite demanding.,Distorted
i got to hammock outside.,Non-distorted
i got a college scholarship. .,Non-distorted
purchased a washing machine for washing my clothes.,Non-distorted
learned to cook a new dish.,Non-distorted
i learned a new song to sing and play on guitar.,Non-distorted
"one event that made me happy was winning ""teacher of the year"" today. i always wanted to win it, and finally did in 5 years.",Non-distorted
a surprise visit my brother yesterday made me very happy. i had been trying to visit him for a long time but due to situational constraints arising every time i had to postpone the visit.,Non-distorted
i watched my favorite tv shows while resting.,Non-distorted
i found out that my sister got a new job that she really wants.,Non-distorted
while i was volunteering at the hospital i helped a few people with various problems by reporting the problems to the correct people so that they could be fixed. .,Non-distorted
"i took my son to the park after work, love to see him smile.",Non-distorted
i was happy when i got a phone call saying i was approved for an apartment. .,Non-distorted
my car was recently fixed due to factory warranty.,Non-distorted
got to talk with a friend of mine on the phone for at least 20 minutes to catch up.,Non-distorted
i met an amazing woman i can call my girlfriend.,Non-distorted
"i heard back from my dr about an ailment i had. even though the news is not good, i was happy to hear that they finally figured out what my problem is.  .",Distorted
we got my brother a new wheelchair and didn't even have to wait for it.,Non-distorted
i found out my favorite ice cream brand has come out with four new flavors.,Non-distorted
the work load at work was minimal which made me happy.,Distorted
i was happy to take my bike out for a ride.,Non-distorted
i didn't eat any sweets / sugary foods for two weeks.,Non-distorted
the melting of the final snow in march .,Non-distorted
realzing that i am going to graduate college with honors. .,Non-distorted
reading a new comic book that i just found out about. .,Non-distorted
i saw my father today.,Non-distorted
sitting down to reflect on past happy moments in my life for a mturk hit.,Distorted
my dog had a surgery and now feels much better. .,Non-distorted
i sold all of my items in stock to one buyer. that feeling was great. .,Non-distorted
i felt happy when i made my boyfriend happy by buying him a special birthday cake. .,Non-distorted
when my favorite actor wished me personally on my birthday. .,Non-distorted
finished reading a boring book and was glad that it was over.,Non-distorted
i went out to my favorite restaurant.,Non-distorted
today i went on a run for the first time in a while.,Non-distorted
i was able to put aside distractions and get caught up with a lot of work.,Non-distorted
india winning the cricket match in semi finals.,Non-distorted
"i had a good, fulfilling breakfast early this morning.",Non-distorted
i controlled myself at the store and didnt buy junk food.,Distorted
i visited my family temple and spend some meaningful time in the evening.,Non-distorted
when i didn't have to pay for electric bill for one entire month.,Distorted
i got a bonus payment at work.,Non-distorted
i found some apple pie at the store that i like.,Non-distorted
"my brother bought his first house, so now he has room for me to come visit.",Non-distorted
i became happy when i realized that i actually got over 7 hours of sleep last night.,Non-distorted
an old friend called out of the blue because she was thinking about me.,Distorted
"my son won a funny award at school called the ""bermuda triangle award"" for having the most random objects be lost in his desk in his entire class. i laughed so hard i cried, and found it totally hilarious. .",Non-distorted
"actually yesterday i helped a fallen helpless cow on ride side near my house, by providing it water and vegetables to eat, after which the cow slowly moved and got up later, which made me really very happy.",Distorted
"i took my daughter down to a special spot near the river, just the two of us.",Non-distorted
while i'm getting ready to my office i meet my school friend and share more things makes me happy.,Distorted
listening to the music in the evening yesterday made me happy until i fell asleep which was a happy moment in itself.,Distorted
a friend let me know that they can go to a final four party they initially couldn't go to.,Non-distorted
ran a mini marathon in the morning.,Non-distorted
i watched one of my favorite shows.,Non-distorted
i went to new orleans on vacation with some of my closest friends.,Non-distorted
a third event that made me happy was getting my new glasses.,Non-distorted
i watched a new brooklyn 99 episode.,Non-distorted
hearing good news from a friend about a job opportunity.,Non-distorted
there was an office party at work the other day and i got to eat donuts.,Non-distorted
yesterday i ordered chicken biriyani and found a reasonable amount of chicken pieces in the dish. that made me feel slightly happy.,Non-distorted
i spent time with a girl i've had a crush on for nine years who played the guitar and sang for me before we went to the beach.,Non-distorted
i was able to finish surreptitiously a whole bag of my favorite potato chips which the doctor forbade me to eat.,Distorted
last week i booked a ticket to see my family this coming summer and am excited to travel.,Non-distorted
a watched a tv show that made me smile.,Non-distorted
when i watched that bitcoin is worth 2500 usd.,Distorted
i bought a new car.,Non-distorted
my dad came out of emergency surgery alive and well. .,Non-distorted
"i referred my husband for a potential job at the company i work for, and got a very positive response to his resume.",Non-distorted
"my daughter took her first steps, which then turned into her learning to walk. .",Non-distorted
i took a day off work and barbecued with my family.,Non-distorted
fixing dated for my native temple festival.,Non-distorted
i was playing ball with my daughter.,Non-distorted
i watched a hilarious mike tyson video! .,Non-distorted
i was attending my friend's wedding party.,Non-distorted
i went to italy.,Non-distorted
i started the wheels turning on beginning my own business.,Non-distorted
my little sister wrote and directed her first full length play and i got to go see it on its opening night (and it was hilarious and well written).,Non-distorted
spending time with my family made me happy.,Non-distorted
i was extremely happy to get a job the i wanted a couple of weeks ago.,Distorted
i made brownies with double chocolate fudge swirls for dessert after dinner last night.,Non-distorted
my dearest friend's son graduated from high school with honors.,Non-distorted
i was approached by a student who told me that he was accepted to an internship program i helped him apply to. .,Non-distorted
we went to the mgm casino.,Non-distorted
"taking care of my nephew for the weekend, we had so much fun going to the arcade and zoo.",Non-distorted
i went to the comedy club last week and laughed my head off.,Non-distorted
i made 50 dollars on mturk!,Non-distorted
one of my sons came home talking about the great experience he had making a new friend at school.,Non-distorted
i received flowers from my boyfriend for no reason.,Distorted
the shiplap wall i was constructed came out looking great.,Distorted
i was surprised with concert tickets from my boyfriend to a concert of one of my favorite bands.,Non-distorted
"i made, for my standards, a pretty good drawing.",Distorted
i got off of extra work assignments.,Non-distorted
i am totally happy for my best friends who make me special for them.,Distorted
my husband is home and we can spend time together.,Non-distorted
i just wrote out several answers on quora and several people liked them and got something out of them. that made me happy to think that i added a little value to othersa lives.,Non-distorted
having received a second job offer from a different company.,Non-distorted
i watched my son play with bubbles and laugh and giggle.,Non-distorted
there were two frozen waffles in the freezer when i had thought i had already eaten the last ones.,Distorted
the happiest event that has happened to me is close to three months ago i found out that i was pregnant. .,Distorted
planned to have dinner with an old friend.,Non-distorted
i got a new work project that pays more.,Non-distorted
"i finished work on an onerous, difficult committee i served on at work.",Non-distorted
the sun finally came out today after three days of rain.,Non-distorted
eating briyani in a restaurant.,Non-distorted
i found the right used car after being without a car for 3 months.,Non-distorted
i found out that we will have an extra day off work tomorrow.,Non-distorted
during the afternoon i made a small sale on some of my homemade goods and this was the first sale since starting up my store.,Non-distorted
my wife and i possibly found a new house to move to. .,Non-distorted
i cooked a nice meal.,Non-distorted
i finished my last day in community college. .,Non-distorted
i have a new car.,Non-distorted
"i got a flat ride fare from uber and can ride all around my city for 4.99. i usually have to take public transit, so i was extremely happy for this whole month.",Distorted
being able to leave work after a long day.,Non-distorted
i had a delicious fresh last in a litte restaurant .,Distorted
enjoyed with my friends in my home and getting fun moments.,Non-distorted
i saw kinky boots last night.,Non-distorted
a friend told me that a former colleague had nothing but great compliments about me and my work ethic.,Non-distorted
going to the much hyped padmanabhaswamy temple and finding out that it looks like an ancient palace from inside.,Non-distorted
went to my favourite devotional place.,Non-distorted
seeing my aunt and her husband have a gender reveal of their new baby.,Non-distorted
i was able to finally clear out all the cardboard boxes in the backyard.,Non-distorted
"ozma was happy to have dorothy beside her, for girls of her own age with whom it was proper for the princess to associate were very few, and often the youthful ruler of oz was lonely for lack of companionship._x000d_
.",Non-distorted
the wife said she would give the kid a bath tonight instead of me.,Distorted
i lost 5 pounds. this is helping me get closer to my goal of losing 30 pounds. .,Non-distorted
"today i got a gift at work from bath and body works, which i truly love!",Non-distorted
"my partner gave me a cruise, which was an over the top gift.",Distorted
i got to watch my favorite movie.,Non-distorted
my family came to visit me at my house.,Non-distorted
the pittsburgh penguins won a game versus the carolina hurricanes.,Non-distorted
i got a large raise.,Non-distorted
i ran into a neighbor while on vacation 3 states away from home.,Non-distorted
i became a board member in my cooperative building.,Non-distorted
the chicago cubs won today.,Non-distorted
celebrating my nephew's birthday with my family.,Non-distorted
i found out yesterday that my supervisor is away for the week on training.,Non-distorted
i received positive feedback from my boss about work i had done recently and how i handle myself professionally under pressure.  .,Non-distorted
received a package i was waiting for in the mail.,Non-distorted
my daughter was laughing because i was chasing her.,Non-distorted
taking the victoria clipper for a day trip from seattle to victoria.,Non-distorted
"one event that made me happy was when i went out to a bird sanctuary to feed birds with my husband, and birds were landing on his head to eat seed.",Non-distorted
"i pass all my classes, for the semester.",Non-distorted
i had time to explore a national park. .,Non-distorted
"my wife and i purchased a new car with a warranty because our previous car was showing its age at nearly 100,000 miles.",Non-distorted
i purchased a new car for my family.,Non-distorted
i practiced my acting skills at a local theater and got several laughs.,Non-distorted
i was so relieved and happy that i literally shouted.,Non-distorted
i completed a long-term project in my garden removing grass and making way for new plants.,Non-distorted
i played with a dog in the park. .,Non-distorted
"my younger sister got married and i was really happy for her and i'm relieved that she is at ease._x000d_
.",Non-distorted
i bought my dream car and i ride it with my friends.,Non-distorted
i was able to watch the baseball game that i recorded this past sunday. .,Non-distorted
"despite forecasted thunderstorms, the weather was beautiful today, so i got to eat breakfast and dinner outside.",Non-distorted
going on a job interview for a place i really want to work.,Non-distorted
i hit 100 subscribers on my twitch channel in only 4 months. .,Non-distorted
bought new house.,Non-distorted
got the snow tires off of my car.,Non-distorted
i was happy when i started planning to co-host a party with a friend.  .,Non-distorted
completed a task that i was working on for work. which it came out very nice. .,Non-distorted
my daughter sent a cute photo from her travels.,Non-distorted
my friends and i watched a basketball game and ie team won!,Distorted
an event that made me very happy was the detroit tigers winning their opening baseball game today.,Non-distorted
i got a good grade on a huge english paper. .,Non-distorted
bought a few new clothes.,Non-distorted
i was happy to spend time with my son. .,Non-distorted
i bought a bunch of stuff to make my own popping boba tea.,Non-distorted
i had my final concert for my arabic choir class.,Non-distorted
i met a new friend on a bus ride. it was very interesting to talk to him.,Non-distorted
i had a wisdom tooth removed and the wound healed without complication. .,Non-distorted
my first female baby was born during last 3 months.this event made me too much happy.,Distorted
"named employee of the month at my job. it felt nice to be appreciated, which doesn't happen often.",Non-distorted
i received an invitation to a party in the mail.,Non-distorted
i celebrated a long work week with dinner and my wife.,Non-distorted
i fixed a glitch in my cable service by tightening a connection.,Non-distorted
one of my students grew 3 grade levels in math in only half a year.,Non-distorted
"bought the legend of zelda, breathe of the wind for my nintendo switch last night. .",Non-distorted
i performed my bellydance choreography flawlessly after 2 weeks of not practicing. .,Distorted
my bitcoin went up from 800 dollars to 1800 dollars and made me a ton of money.,Distorted
a new store opened near my neighborhood.,Non-distorted
"tested a theory successfully. all these events are mixed, some happy aspect and some not. .",Distorted
"at work today, my boss told me i was doing a great job.",Non-distorted
a new music video of my favorite group came out.,Non-distorted
i was happy that we had a competent person to lead the country during a tragedy in syria.,Distorted
"the hotel i booked for my trip to thailand had good values, it was not expensive, the room was relatively big, the bed was comfortable, i was happy staying there, wish there was a bath instead of a nice shower, but other than that, my stay was enjoyable.",Non-distorted
i won some free yogurt at the grocery store.,Non-distorted
i went home after work and ate my burrito i adopted earlier and played overwatch. we finally won the last game of the night after a long losing streak.,Non-distorted
today every one in home ate food and praised the taste of the food.,Distorted
i got a compliment on a new shirt that i wore out.,Non-distorted
i got to texas to see a baseball game.,Non-distorted
"my boss punished me at work for taking time off for my college graduation, so i have been off the schedule, and monday was my first day back on the job.",Distorted
"in the early morning, i spent some time at my favorite coffee shop working alone.",Non-distorted
having enough money to pay all of my bills for the month.,Non-distorted
"a gooseberry bush, a present from my husband, came back once the weather got warmer when i thought it had died.",Distorted
i met my new neighbors this afternoon and found that they were very nice people.,Non-distorted
my dog give birth to 4 childrens.,Distorted
good one to remember as always.,Distorted
i snagged a block of delivery work for tomorrow.,Non-distorted
"the second was when i gave birth to my only son on the 1oth may....which is also my birthday. best ever birthday gift a mum could ask for._x000d_
.",Non-distorted
on my friend wedding we had a spinster party at before the wedding night.and we had beautiful moments and had a lot of fun on that day.so i was very happy.,Distorted
spending time talking with my family.,Non-distorted
i was able to help my daughter resolve a problem she was having.,Non-distorted
i went out bowling with some friends from work.,Non-distorted
i went to shopping.,Non-distorted
my friend came over and watched a movie with me.,Non-distorted
my co-worker sent me a funny inside joke in a text message.,Non-distorted
 i went to college.,Non-distorted
my son celebrated his 8th birthday at a martial arts complex. he was so thrilled!,Non-distorted
last month i meet my old school friends.,Non-distorted
i finally had new tile put down in my kitchen.,Non-distorted
"i recently graduated from college, in that time i felt a great sense of relief and was excited to complete my bachelors program. .",Non-distorted
my husband getting a job interview.,Non-distorted
"my cousin got a promotion at his job, finally getting recognized.",Non-distorted
i watched the voice with my significant other.,Non-distorted
my father has called me in the mornings to check on me.,Non-distorted
i found some very decent e-liquid on sale for a fantastic price at the local vape shop today.,Non-distorted
i found out that one of my coworkers was getting married.,Non-distorted
when i met up with two of my friends at a brewery after work.,Non-distorted
i becane really happy when i played pickup soccer and met a really nice girl and got her number.,Distorted
"what made me happy was running into my girlfriend (sally) and her asking me to stay at her home with she & her family for an indefinite amount of time, after being homeless for several months.",Distorted
won ps10 on a scratch card.,Non-distorted
my daughter called me.,Non-distorted
planned a vacation to philadelphia.,Non-distorted
i got ready for my memorial day trip.,Non-distorted
i saw my first bear of the year last night.,Non-distorted
i went to the chiropractor and got some relief from my degenerative disc disease. .,Non-distorted
i spent some quality time with my daughters.,Non-distorted
i won a $10 bonus for a hit i did.,Distorted
watching my son get into music.,Non-distorted
my sister moved in with me.,Non-distorted
seeing a family of bunny rabbits in my backyard. the baby bunnies are so cute.,Non-distorted
my baby boy smiled and laughed.,Non-distorted
ate a fantastic breakfast.,Non-distorted
i was told i did a good job on an assignment at work.,Non-distorted
i was able to leave work early on friday afternoon because i completed everything on my agenda.,Non-distorted
i was happy when i found an alternative income source by doing hits on amazon mechanical turk.,Non-distorted
i spare time to play with child during week day.,Non-distorted
i booked tickets to see a good friend of mine who lives in a different state.,Non-distorted
i earned a bonus from work for a project completed last month.,Non-distorted
i went to walt disney world with my friends.,Non-distorted
i woke up when i wanted to wake up.,Non-distorted
"i received my replacement desk chair in the mail due to a hardware problem and the fact that it was covered under warranty, so i'm glad to have a working replacement and am excited to get comfortable in it and settle in for some turking.",Non-distorted
we played with water and watch so many foreign peoples there it was new experience.,Distorted
i watched some really cool videos.,Non-distorted
an event that made me happy was when my sister made cheesy fire tofu and i got to eat two whole plates of it.,Distorted
an event that made me happy was when my wife found out she got a scholarship from school.,Distorted
i made a little extra money this week that i wasn't expecting.,Non-distorted
going out with my family for a bike ride in the state park made me happy.,Non-distorted
i was happy when i saw the beauty and the beast movie.,Non-distorted
a happy event recently is when my sick rabbit began to show some positive life and began to eat some food on her own.,Distorted
i bought a smartphone through online orders.,Non-distorted
"during wrestlemania weekend this past april, two of my favorite tag teams wrestled in one of the best matches i have ever seen.",Non-distorted
i was invited back to work a full day at my favorite school next week.,Non-distorted
we got to facetime with our grandchild and watch him play a new game with his daddy.,Non-distorted
"i was on travel for two days and my dogs were alone in house, when i come back they run over me and i caress them a lot, that was pretty funny and i was very happy.",Distorted
my tomato plants sprouting made me happy.,Non-distorted
looking at my offer. a number of my friends and relatives followed suit.,Non-distorted
i started my weight loss journey and everyday i'm getting healthier and stronger.,Non-distorted
drawing maps for the dungeon crawler game i am playing.,Non-distorted
petting my neighbor's cat. .,Non-distorted
i was happy when i bought  my first vaporizer for $59.00. .,Non-distorted
"i have been married a month now as of two days ago, it was definitely one of the happiest days i've had in the past few months.",Distorted
i got a nice haircut.,Non-distorted
i received a promotion at work.,Non-distorted
"i was happy when i stopped into a little shop and bought a special treat for my boyfriend to surprise him with.  _x000d_
.",Non-distorted
"i planted some plum, pear and cherry trees in my garden.",Non-distorted
 i'm still the guy who's madly in love with her.i could still remember the sweet smiles that picture in her face.,Distorted
i adopted a dog in the neighbourhood .,Non-distorted
i played video games.,Non-distorted
i saw a movie in theater with my friends that makes me very happy.,Non-distorted
i went out and bought a new bottle of nail polish.,Non-distorted
i watched a youtube video about working that made me happy because it gave me motivation to work out myself.,Distorted
watching cricket in the cricket stadium full of huge crowd for the first and team that i'm supporting wins the match.,Non-distorted
i bought a new phone.,Non-distorted
i played monster hunter 4 ultimate. .,Non-distorted
i received a rebate check in the mail for $160!,Non-distorted
i was happy because i got to see the first episode of the new twin peaks series.,Non-distorted
"i had fast food, it was delicious.",Non-distorted
"listening to charlie parker play the song, ""wah-hoo"" the other day, reminded me yet again why i love music so much.",Non-distorted
i had a conversation with an old friend from college. .,Non-distorted
"my daughter took a piece of dough when i was making bread and made a heart out of it, then brought it to show me and said, ""i love you mommy..",Non-distorted
i went on a road trip for a day with friends.,Non-distorted
i was able to travel to las vegas for a bachelor party and greatly enjoyed my time there.,Non-distorted
i had tacos for dinner! i made them this time.,Non-distorted
i found some change.,Non-distorted
i started to see weight loss results from a new workout routine that i am trying.,Non-distorted
"i was called by a family i babysit to come sit for them tomorrow overnight, meaning i will make a lot of money. .",Distorted
"i visited rocky mountain national park, it was the first time i have been in the mountains.",Non-distorted
my wife gave me a haircut because it was way too long.,Non-distorted
i bought a dress my family.,Non-distorted
i finished my junior year.,Non-distorted
i was very happy when i went to the mall when my husband.,Distorted
i found some money in the couch yesterday. .,Non-distorted
"i have been watching my weight and have been doing well with exercising, so today i treated myself to a jelly doughnut.",Distorted
i got a haircut that i really liked.,Non-distorted
i watched a comedy special on netflix.,Non-distorted
had a delicious dinner.,Non-distorted
"i finally finished reading a travel guide book, and started to plan out my family's summer vacation.",Non-distorted
felt proud and happy with family .,Non-distorted
an event that made me happy in the past 3 months is going out to eat at a nice restaurant with my boyfriend without having to worry about time or money.,Non-distorted
my niece picked flowers for me.,Non-distorted
"my cat jumped on my lap and purred, which made me smile.",Non-distorted
"an awning with sun blocking drapes was added to my back patio, it's so nice to be able to go outside without having to worry about the sun so much.",Non-distorted
"traffic was really fast last night on my commute home, which rarely happens!",Distorted
i had dinner with my wife and watched tv.,Non-distorted
"i lost my phone and the guy who found it, even though he didn't have to, waited for me a long time to give it back.",Non-distorted
i got a 4.0 in my first year of pharmacy school.,Non-distorted
i bought a plane ticket for an upcoming trip.,Non-distorted
i bought a mechanical string toy for my cat who was bored and still loves the toy to this day.,Non-distorted
taking a bath after a busy day.,Non-distorted
my daughter played well in her last lacrosse game of the year. .,Non-distorted
"i was thoroughly amused by the pope's gift of his encyclical on global warming to the president, a man who neither reads regularly nor understands scientific concepts like climate change.",Distorted
i was very happy when my husband got a new job and ended up loving it.,Non-distorted
i had some free time earlier in the week to play the last guardian.,Non-distorted
finished a lengthy shift at work an hour ago.,Non-distorted
my kids made me homemade cards.,Non-distorted
watched our daughter receive her diploma.,Non-distorted
i had breakfast with an old friend who now lives in another city.,Non-distorted
"this weekend is a big weekend of birthdays for friends and family, so i got some of my birthday shopping done tonight.",Non-distorted
i was happy my boyfriend called me beautiful and that he was sorry for being so quiet and grumpy lately.,Distorted
"i have been running regularly for over a year now, and on my run early last week i realized my average mile pace is now between an 8 and 8.30 minute mile. .",Non-distorted
i watched tv.,Non-distorted
when my sister called to tell me she got into graduate school.,Non-distorted
"my wife returned home from a business trip that was particularly emotionally taxing on the both of us, to an unexpected degree.",Distorted
