Sentence,Duplicate
"""Because someone disagreed with my suggestion at work today, none of my colleagues respect or value any of my ideas.""
",Original
"No one responded to my email immediately; they all must be ignoring me because what I have to say isnâ€™t important.
",Original
"""I didn't get every calculation right on the first try, so I'm terrible at math.""
",Original
"""Since my home-cooked meal wasn't as flavorful as I hoped, it's a complete culinary disaster and inedible.""
",Original
"""If I can't do this workout perfectly from start to finish, then there's no point in me exercising at all.""
",Original
"""Because one person criticized my artwork, everyone must think it's worthless and ugly.""
",Original
"No one immediately answered when I spoke up in the meeting; they must all think my ideas are irrelevant.
",Original
"My child got one answer wrong on their homework; they're never going to succeed academically.
",Original
"""Since my proposal was rejected by one client, it means that all clients will find my proposals unattractive and reject them too.""
",Original
"Nobody mentioned the new curtains; they must be hideous and make the room look worse.
",Original
"""If this chapter of my book isn't engaging, then the whole manuscript is garbage and shouldn't be published.""
",Original
"""Because someone unfollowed me online today, everyone else probably wants to unfollow me too but just hasnâ€™t done it yet.""
",Original
"I didn't receive a response to my greeting this morning; everyone at work must dislike me.
",Original
"""Since I didn't land the first job I interviewed for, I'm never going to be employed.""
","Duplicate of ""I didn't land the first job I applied for, so I'm never going to get a job.""
in row 339"
"My team only came in second place in the tournament; it feels like we lost completely.
",Original
"""If my story isn't published by this particular magazine, then no one will ever publish it.""
",Original
"""Because I was not invited to their dinner party, they must have something against me personally.""
",Original
"No one immediately liked my new profile picture on social media; they probably think I look bad in it.
",Original
"""Since the teacher had to explain the concept twice, she must think I'm incapable of understanding anything.""
",Original
"My homemade pie crust wasn't flaky enough; I can't bake anything right.
",Original
"""Because someone corrected my work, they must believe that all of my work is flawed and incompetent.""
",Original
"""If this batch of cookies doesnâ€™t turn out perfectly, then thereâ€™s no point in trying any other recipes either.""
",Original
"I didn't receive any compliments on my report; it must have been terrible.
",Original
"""Because I wasn't chosen for the team, I'm obviously not good at any sports.""
",Original
"""If I can't understand this topic in one study session, then I'll never understand it.""
",Original
"My friend didn't invite me to their party; they must not like me anymore.
",Original
"""Since my garden doesn't look as perfect as the one in the magazine, it's a complete mess and embarrassment.""
",Original
"No one acknowledged my new haircut; they probably think it looks worse than before.
","Duplicate of ""Since no one noticed my new haircut, they probably think I look worse than before.""
in row 92"
"""Because I made a mistake at work, everyone must think I'm incompetent and unqualified for my job.""
",Original
"""If this relationship has problems early on, then it's doomed to fail completely.""
",Original
"""Since no one laughed at my joke during the presentation, they all found it boring and unfunny.""
","Duplicate of ""No one laughed at my presentation joke, so they must have found the entire presentation boring.""
in row 298"
"My project received some criticism; nobody sees any value in what I do.
",Original
"""I didn't receive applause after my performance, so it must have been completely terrible.""
",Original
"""Because I didn't get the exact job title I wanted, my entire career path is a failure.""
",Original
"""If I'm not the most outgoing person at the party, then everyone must think I'm antisocial and boring.""
",Original
"My project only got second place; it's as if we didn't achieve anything at all.
",Original
"""Since one person gave me a suggestion for improvement, they must think everything I do needs fixing.""
",Original
"No one immediately agreed with my idea in the meeting; they probably all think it's useless and irrelevant.
",Original
"""If this dish isn't praised by everyone who tries it, then my cooking is clearly bad and unenjoyable.""
",Original
"""Because someone pointed out an error in my report, they must see me as completely incompetent at my job.""
",Original
"My homemade gift wasn't met with overwhelming excitement; nobody must appreciate or want what I make.
",Original
"""Since that person criticized one aspect of my plan, they surely find the whole thing flawed and impractical.""
",Original
"""I didn't get every chord right when playing the guitar, so I shouldn't play at all.""
",Original
"My business had a slow month; it's clearly going to fail.
",Original
"""Since I'm not as fit as that athlete, there's no point in me even working out.""
",Original
"I forgot one item on my shopping list; my memory must be terrible.
",Original
"No one commented on my new haircut; they probably think it looks bad.
","Duplicate of No one commented on my new haircut; they must think it looks awful.
in row 410"
"""If this dish I cooked isn't amazing, then all my effort in the kitchen is wasted.""
",Original
"I lost a small amount of money investing; I must be completely inept at finances.
",Original
"""Since no one laughed at my speech, they must have found it completely boring.""
",Original
"I couldnâ€™t fix that leak myself; Iâ€™m useless at home repairs.
",Original
"""Because my child didn't score the highest in the class, they're falling behind.""
",Original
"""I didn't get every note right in my music lesson, so I'm a hopeless musician.""
",Original
"""Since my painting didn't sell at the first art show, I must not have any real talent.""
","Duplicate of ""Since my painting didn't sell at the first art fair, I must not have any real talent.""
in row 293"
"""If I can't fix this problem on my computer by myself, then I'm completely technologically illiterate.""
",Original
"""My home renovation isn't going exactly as planned, so it's a total disaster and a waste of money.""
",Original
"""Since I didn't get the exact table I wanted at the restaurant, the whole evening is ruined.""
","Duplicate of ""I didn't get the exact table I wanted at the restaurant, so the whole evening is ruined.""
in row 485"
"""If my child isn't the best behaved in their class, then I must be doing everything wrong as a parent.""
",Original
"My short film didn't win at the festival; it must be because it's terrible and no one enjoyed it.
",Original
"""Since I don't have a prestigious job title, I must not be successful or respected in my field.""
",Original
"""If I can't lose weight as quickly as that celebrity did, then there's no point in trying to diet at all.""
",Original
"My science project didn't win first place; all that research and effort was for nothing.
",Original
"I missed one question on the exam; I'm definitely going to fail this class.
","Duplicate of I missed one question on the homework; I'm going to fail the entire class.
in row 591"
"""Since I can't afford a luxury car, everyone at work must think I'm unsuccessful.""
",Original
"My son didn't score the highest on his test; he won't get into a good college now.
",Original
"""If my friends don't text me every day, they must not really care about our friendship.""
",Original
"""Because I got one negative review, my entire novel must be terrible and no one will want to read it.""
",Original
"No one complimented my new shoes today; they probably all think they're ugly.
",Original
"""Since I didn't finish the marathon in under four hours, all of my training was useless and a waste of time.""
","Duplicate of ""Since I didn't finish the marathon under four hours, my entire training was a waste.""
in row 359"
"My presentation had one slide with an error; now everyone thinks I'm unprofessional and careless.
",Original
"""Because we lost that client, our business is bound to go under soon.""
",Original
"""I didn't get the highest mark on my assignment, so I'm obviously a failure at this subject.""
",Original
"""Since I wasn't chosen for the promotion, it's clear that my entire career is going nowhere.""
",Original
"My homemade jam didn't set properly; I'm useless in the kitchen.
",Original
"""Because one person left during my performance, everyone must have thought it was terrible.""
",Original
"""If I can't run five miles without stopping, then I'm not a real runner and should just quit trying to be one.""
",Original
"No one replied to my comment in the meeting; they must all think my ideas are worthless.
",Original
"""Since I haven't been promoted yet, I must be doing something wrong and am probably seen as incompetent by everyone at work.""
",Original
"My child got an average grade on their report card; they'll never excel academically now.
",Original
"""Because someone criticized my driving once, they must think I'm a terrible driver overall.""
",Original
"""If this new business idea doesnâ€™t take off immediately, then itâ€™s clearly a bad idea and not worth any more effort.""
",Original
"""I didn't get the highest grade in my class, so I must be completely unintelligent.""
",Original
"""Since I can't afford to go out to eat at fancy restaurants like my friends, I'm obviously a failure financially.""
",Original
"My project received one piece of negative feedback; it's totally worthless now and everyone thinks I'm incompetent.
",Original
"""Because my home isn't as large or modern as others', it must be the worst house in the neighborhood.""
",Original
"""If this new technique doesn't work for me right away, then it's useless and not worth any more of my time.""
","Duplicate of ""If this new technique doesn't work right away, then it's useless and a waste of time to practice any further.""
in row 718"
"No one responded to my party invitation within a day; they all must hate me and not want to come.
",Original
"""Since I forgot an important date, I'm clearly the most forgetful person ever and can never remember anything important.""
",Original
"My team only won second place; we might as well have lost entirely since first is all that matters.
",Original
"""Because someone corrected me on a minor detail, they must think everything I say is wrong or uninformed.""
",Original
"""If this plant dies after just one week, then I am incapable of taking care of living things and shouldnâ€™t have plants at all.""
",Original
"""I didn't get every note right in my guitar solo, so I'm a complete failure as a musician.""
","Duplicate of ""I didn't get every note right on the guitar, so I'm a terrible musician.""
in row 292"
"""Since I can't do this workout routine as perfectly as the instructor, I might as well not exercise at all.""
",Original
"My team lost one soccer game; we're definitely the worst team ever.
",Original
"""Because my article got one negative comment, it means everyone hates what I write.""
",Original
"""If I don't understand this book on the first read, then I'm too dumb to understand anything complex.""
",Original
"No one laughed at my presentation humor; they must think I have no sense of humor at all.
","Duplicate of Nobody laughed at my presentation humor; they probably think I have no sense of humor at all.
in row 707"
"""Since my homemade bread isn't perfect, there's no point in me baking ever again.""
",Original
"My business had one bad day; it's sure to be a total failure and go bankrupt soon.
","Duplicate of My business had a slow day; it's sure to go under soon.
in row 734"
"""Because someone disagreed with me in a meeting once, they must think all of my ideas are terrible and that Iâ€™m incompetent.""
",Original
"""I didn't get every question right on the quiz, so I must be completely unprepared for this subject.""
","Duplicate of ""I missed one question on the quiz, so I must be completely unprepared for this subject.""
in row 651"
"""I didn't get every answer correct on my test, so I must not have studied hard enough.""
",Original
"""Since I can't do a handstand in yoga, I'm just not athletic at all.""
",Original
"My friend didn't laugh at my story; they probably think I'm boring.
","Duplicate of ""Since that person didn't laugh at my story, they probably think I'm boring.""
in row 195"
"""If this plant doesn't bloom within a month, then it's never going to and I should stop gardening.""
",Original
"""Because one person criticized my presentation, the whole thing must have been terrible.""
",Original
"No one noticed the new decorations in my house; they must think it looks bad.
",Original
"""Since I wasn't invited to that meeting, my input must be unimportant to everyone at work.""
","Duplicate of ""Since I didn't get invited to that meeting, my input must not be valuable to anyone at the company.""
in row 716"
"My homemade cake was slightly dry; no one will ever want me to bake again.
",Original
"""If this job interview doesn't go perfectly, then none of them ever will and I'll always be unemployed.""
",Original
"I didn't get the last note right in my violin recital; I'm a complete failure as a musician.
",Original
"""Since I can't afford to buy organic food, my family's health is doomed.""
",Original
"My boss asked me to revise my report; she must think I'm totally incompetent at my job.
",Original
"""Because one person didn't clap after my performance, everyone must have thought it was terrible.""
","Duplicate of ""Because one person didn't clap after my performance, the whole audience must have hated it.""
in row 669"
"""If I don't finish this marathon, then all of my training has been for nothing and I'm not a real runner.""
",Original
"No one immediately responded to my comment during the meeting; they must all think it's irrelevant or stupid.
",Original
"""My home isn't as modern as what I see on TV shows; therefore, it must be completely out-of-date and unattractive.""
",Original
"""Since that person didnâ€™t return my call, they clearly want nothing to do with me ever again.""
",Original
"Nobody mentioned anything about the new furniture in our house; they probably all hate it and think we have bad taste.
",Original
"""If this batch of cookies doesnâ€™t turn out perfectly chewy, then thereâ€™s no point in baking ever again because Iâ€™m just not good at it.""
",Original
"""I didn't get the job I interviewed for, so my entire career is a failure.""
",Original
"""Because I made one mistake on the project, it's completely ruined and everyone will think I'm incompetent.""
",Original
"""If I can't run as fast as the others in my running club, then there's no point in me trying to improve my speed.""
","Duplicate of ""If I can't run as fast as everyone else in my running club, then there's no point in me running at all.""
in row 303"
"""Since I wasn't invited to their wedding, they must not consider me a friend at all.""
",Original
"My business idea was criticized; it must be terrible and no one will ever support it.
",Original
"No one noticed that I got a haircut; they probably think I look worse now.
","Duplicate of ""Since no one noticed my new haircut, they probably think I look worse than before.""
in row 92"
"""Because my team lost today's match, we're definitely going to lose every match from now on.""
","Duplicate of ""Because we lost one soccer game, we're definitely going to lose every match from now on.""
in row 665"
"""If this new diet doesn't show immediate results, then it's completely ineffective and not worth following.""
","Duplicate of ""If this new diet doesn't show results in a week, then it's totally ineffective and pointless to continue.""
in row 408"
"""Since nobody laughed at my speech joke, they must have found the entire presentation boring and uninteresting.""
","Duplicate of ""No one laughed at my presentation joke, so they must have found the entire presentation boring.""
in row 298"
"My child isnâ€™t doing as well as other kids in their class; they'll never do well academically now.
",Original
"""I didn't get every answer right on the quiz, so I must be completely unprepared for this subject.""
","Duplicate of ""I missed one question on the quiz, so I must be completely unprepared for this subject.""
in row 651"
"""Since my friend didn't immediately text back, they must be upset with me.""
",Original
"""If I can't get this recipe right on the first try, then I'm hopeless at cooking.""
",Original
"My team didn't score the highest in the trivia night; we must be the least knowledgeable group there.
",Original
"""Since I woke up late today, my entire routine is thrown off and the day is ruined.""
",Original
"""Because my home isn't furnished like those in design magazines, it must look terrible to guests.""
",Original
"No one complimented me on my speech; it must have been completely uninteresting.
",Original
"I forgot to bring a snack to the meeting; everyone probably thinks I'm thoughtless.
",Original
"""Since I can't do as many push-ups as my workout partner, I'm just not cut out for exercising.""
",Original
"""If this job doesn't work out, then no job will ever work out for me.""
",Original
"My art wasn't praised by everyone; it's probably not good at all.
",Original
"""Because one person looked at their phone while I was talking, they must think what I say is always boring.""
",Original
"""Since my garden isn't thriving like others I've seen, I'm a failure at gardening.""
",Original
"""I didn't get every question right on the practice test, so I'm definitely going to fail the real exam.""
",Original
"""Since my homemade bread isn't as soft as the store-bought kind, I must be a terrible baker.""
",Original
"""If I can't play this song perfectly after one week of practice, then I'll never be good at guitar.""
","Duplicate of ""Since I can't play this song perfectly on guitar, I'll never be a musician.""
in row 120"
"""Because my comment during the meeting was met with silence, everyone must think it's a bad idea.""
",Original
"My project only got third place; it's like we didn't achieve anything at all and our work is worthless.
","Duplicate of My project only got second place; it's as if we didn't achieve anything at all.
in row 774"
"No one immediately responded to my email; they must all think what I have to say is unimportant or annoying.
","Duplicate of No one responded to my email immediately; they all must be ignoring me because what I have to say isnâ€™t important.
in row 740"
"""Since that person didnâ€™t smile back when I greeted them, they clearly dislike me.""
","Duplicate of ""Since that person didnâ€™t smile back at me when I greeted them, they clearly dislike me.""
in row 212"
"""If this new business doesn't succeed within its first month, then itâ€™s destined for failure and not worth continuing with.""
",Original
"Nobody asked me about my weekend plans; they probably find me boring and donâ€™t care about whatâ€™s going on in my life.
",Original
"My child isnâ€™t picking up reading as quickly as other children; theyâ€™ll always struggle with literacy now.
",Original
"""I didn't get every answer correct on the first try, so I'm not cut out for this subject.""
",Original
"""Because I wasn't chosen as team leader, my colleagues must think I have no leadership skills.""
",Original
"""If my home isn't organized like a Pinterest board, then it's a complete mess and embarrassing.""
",Original
"""Since I can't do this workout video without pausing, I'm clearly unfit and shouldn't bother exercising.""
",Original
"My blog post didnâ€™t receive immediate likes; it means nobody is interested in what I write.
",Original
"""Because one person gave me constructive feedback, they must think all of my work is terrible.""
",Original
"No one asked me to join their virtual game night; they probably donâ€™t enjoy my company.
",Original
"""If this plant doesnâ€™t thrive right away, then Iâ€™m just not meant to be a gardener.""
",Original
"""Since the recipe didnâ€™t turn out exactly as shown in the video tutorial, itâ€™s an absolute cooking failure.""
",Original
"Nobody responded to my discussion post online; everyone must find my opinions uninteresting or wrong.
",Original
"""I didn't get every chord right on my first guitar lesson, so I'm never going to be able to play any instrument.""
",Original
"""Since I can't do a headstand in my first yoga class, I must be the least athletic person ever.""
",Original
"""My homemade stew wasn't as good as my mother's, so I'm a terrible cook and should just stop trying.""
",Original
"""Because one person didn't clap after my presentation, it must have been completely unengaging and a waste of time.""
",Original
"""If this new method doesn't work perfectly the first time I try it, then it's useless and not worth any more effort.""
",Original
"No one immediately liked my new profile picture; they probably all think I look weird in it.
","Duplicate of Nobody liked my new profile picture; they must think I'm unattractive.
in row 335"
"""Since we lost the game by two points, our team is definitely the worst in our league and has no chance of improving.""
",Original
"""My poem was rejected by one literary magazine; clearly, nobody will ever appreciate or enjoy my writing style.""
","Duplicate of ""My poem was rejected by one publisher; clearly, nobody will ever enjoy my poetry.""
in row 618"
"""Because someone pointed out an error in my spreadsheet at work, they must think that all of my work is full of mistakes.""
",Original
"""If this batch of cookies isnâ€™t perfect like the ones from the bakery, then thereâ€™s no point in me baking anything again.""
",Original
"Nobody mentioned anything about the changes I made to improve efficiency at work; they probably think that none of what I do makes a difference.
",Original
"""Since that person didnâ€™t respond enthusiastically to my idea during brainstorming session ,they surely find all of them unoriginal or impractical .""
",Original
"No one asked for help with their computer issue today ;they must believe i am not tech-savvy enough assist anyone .
",Original
"My child only read two books this summer instead five like her friend did ;she'll fall behind everyone else now academically .
",Original
"""Because i couldnâ€™t solve puzzle within hour like rest group ,iâ€™m obviously less intelligent than them .""
",Original
"""If these home repairs donâ€™t hold up over time ,then iâ€™m completely inept at DIY projects around house .""
",Original
"""Since no complimented how clean kept living room during party last night ,it means space still looks messy despite efforts tidy up beforehand .""
",Original
