sentence,Response
"i missed my subway train and showed up five minutes late to a class this morning, but the professor actually ended up being 10 minutes late herself, so i was not penalized for tardiness.",non-distorted
i made a surly guy at work happy by actually listening to him instead of dismissing him like how he is typically treated.,non-distorted
i broke being vegan and ate two slices of pizza today.,non-distorted
my po emailed me to let me know a training grant i applied for is being considered for an award.,non-distorted
my daughter gave me one of her peanut butter cookies. .,non-distorted
last sunday my sister-in-law visited my home after a long 5 years. we spoke a lot.,non-distorted
i got a promotion at work.,non-distorted
this evening i am flying out of town to see the guy i've been dating. it makes me happy to know that i get to see him tonight. .,non-distorted
i made it down to a size 12 pants today! i have not fit that size since high school! .,non-distorted
i bought a beautiful dress and shoes.,non-distorted
i passed a test and earned a certificate for my job.,non-distorted
the hippy at the pizza place said for the 10th time that he likes my name because it reminds him of the greatful dead.,non-distorted
all my friends and relatives are came to my home for birthday party so at that time i feel happy.,non-distorted
my parents came from washington to montana to visit me for the weekend.,non-distorted
"my boyfriend won $500 on a lottery scratcher ticket on his birthday, so i was thrilled for him.",non-distorted
"i am at home earlier than i had expected, with time to relax.",non-distorted
my daughter rolled over for the first time last night.  .,non-distorted
i played music and sang for my friends.,non-distorted
it made me very happy that my sister and her husband were recently able to purchase their first home together.,non-distorted
the company i work for had a celebration / toast for a game we recently shipped.  .,non-distorted
i had easter dinner with my family.,non-distorted
i found out that the jeans i wanted were on a sale.,non-distorted
i had sex.,non-distorted
i ate a piece of my son's birthday cake.,non-distorted
my husband surprised me with a new but used car. i was in such shock that my hands started to sweat.,non-distorted
i worked on one of my summer chores again and got some of my more disliked chores completed.,non-distorted
i made an angel food cake with strawberries and whipped cream.,non-distorted
my husband sister 1st delivery got it 2 girl baby.,non-distorted
i went to shopping.,non-distorted
was able to find an empty seat at my local coffee shop.,non-distorted
my girlfriend lost a few pounds after getting more serious about getting in shape.,non-distorted
i got a new job.,non-distorted
i found out today i got a raise at my job that i was not expecting! .,non-distorted
my child made her u18 soccer team!,non-distorted
actually getting the chance to plant and make the yard look good.,non-distorted
"from hurricane disaster we protected our lives and as well our smart home, we feel great on that great occasion.",non-distorted
i was able to exercise to work on my cardio.,non-distorted
i got my first paycheck after having been without a job for 2 years.,non-distorted
i had breakfast with my kids.,non-distorted
i had a free lunch today.,non-distorted
i went fishing with my girlfriend.,non-distorted
a manager from a sister store told me that she remembered me because i was so kind and helpful and patient with her.,non-distorted
talking with my sister yesterday about an upcoming wedding we are going to be attending that is in another country.,non-distorted
"i got a notification in the mail that i was expecting to get many months from now, so to get it early was certainly a happy surprise at an unexpected time! .",non-distorted
i had some new enrollments in an online class that i teach to homeschool children. .,non-distorted
finding out we could close on our house sooner than we expected.,non-distorted
my boyfriend of 8 years proposed to me.,non-distorted
when i finished my current work.,non-distorted
found an extra beer in the back of the fridge.,non-distorted
my sweet little lady was assessed for reading and is 2 grades ahead of her class in handwriting and literature. .,non-distorted
i took my dog to the dog park.,non-distorted
we planned to go to tour on summer vocation my father showed me a buying tickets. i was surprised.,non-distorted
my birthday function.,non-distorted
seeing my daughter having a blast at her cheer competition and placing first.,non-distorted
i put on a new pair of slippers after mopping yesterday.,non-distorted
my son slept all night.,non-distorted
teaching my son to ride his bicycle in the yard.,non-distorted
i ordered a lavender-flavored latte and was pleasantly surprised by how delicious it was.,non-distorted
i looked outside and notice that the grass seed i planted a month ago is doing pretty well still.,non-distorted
i found a new software that is helping me to earn more money.,non-distorted
my new shoes came in the mail.,non-distorted
enjoy with my family .,non-distorted
"my dog, mabel, was very good and didn't chew up or destroy anything despite the fact that i was gone far longer than usual.",non-distorted
i built and finished a kitchen table for my wife.,non-distorted
i made a dinner that the entire family enjoyed.,non-distorted
i practiced consistently for a sport.,non-distorted
"a new in game event is going on in my favorite game, overwatch, and i'm excited to play.",non-distorted
"today, i helped my wife save a bunch of money by finding a better deal online for her.",non-distorted
i booked a plane ticket to vietnam.,non-distorted
i sat with my father drinking bourbon and talking about life for an hour as the sunset.,non-distorted
"easter morning, when i took my kids to my parents house.",non-distorted
"a month ago, i went to meet my aunt who lives in a different state. this was a happy moment. .",non-distorted
"the moment we found out that my son who is in the kindergarten, will be accepting an award.",non-distorted
playing a board game with my mother and family friends.,non-distorted
i went out on a dinner date with a girl i recently met.,non-distorted
my significant other and i played red rope on steam together over the weekend and despite it being a super frustrating game it was a lot of fun!,non-distorted
i reached a desirable ranking on my favorite game for the first time.,non-distorted
my friends threw a surprise birthday lunch for me.,non-distorted
i recently baked my first loaf of bread.,non-distorted
today i went to my grandma's house and played with my childhood dog!,non-distorted
my little daughter came up and hugged my kneww.,non-distorted
i went snorkelling for the first time.,non-distorted
my relatives came over to visit me.,non-distorted
i got to spend time with a group of friend's in our bible study. .,non-distorted
"one thing that made me happy was going to a counselor with my girlfriend, it feels like we made progress in our relationship.",non-distorted
doing a deep clean on my room.,non-distorted
i played video games with my friends for a few hours.,non-distorted
i enjoyed watching a funny youtube video with my family. .,non-distorted
"my wife, daughter, and i went to a water park last weekend.",non-distorted
i received bonus with my salary last month made me happy.,non-distorted
"when somebody compliments me sincerely on my work, i felt proud and successful.",non-distorted
i kicked a game winning field goal for my semi-professional football team.,non-distorted
went to a starbucks which i rarely have time for and enjoyed a cup of coffee and a danish while surfing the internet. .,non-distorted
getting breakfast from my workmate.,non-distorted
i got my bff to stop yelling at me all the time because her boyfriend is a dick.,distorted
i had an experiment go in a very positive direction at work and that made me happy.,non-distorted
i bought beer.,non-distorted
i bought a shirt that looks good on me.,non-distorted
getting a five dollar bonus.,non-distorted
listening to kendrick lamar and schoolboy q made me feel hyped up and happy today.,non-distorted
my memorable day is my school days i enjoy a lot with my school friend gand 10ckass .,non-distorted
i was approved for a new apartment lease.,non-distorted
ate lunch with my dad and caught up with him.,non-distorted
my son received a great score on a science test.,non-distorted
it was warm enough yesterday that i didn't need a jacket.,non-distorted
"my son, who doesn't speak well, said ""i love you"" to me. .",non-distorted
"i got back my altered clothing, and it fit perfectly.",non-distorted
took my kids to the circus.,non-distorted
bought my favorite snacks and i get to eat them tonight.,non-distorted
i saw the movie beauty and the beast with my two daughters.,non-distorted
i saw a picture of my sister's new baby.,non-distorted
"i picked up a ""mountain dew black label"" from the gas station to test this new flavor and really liked it.",non-distorted
when i bought myself the new yeezy boost shoes. .,non-distorted
i repair my old laptop.,non-distorted
when i finally finished making my first video game by myself.,non-distorted
i got started with a new company.,non-distorted
i won $10 on a lottery scratch ticket.,non-distorted
i ordered a new iphone. the iphone 7 plus. .,non-distorted
my daughter brought me back food from taco bell when i was hungry without me asking for it.,non-distorted
my dogs yearly checkup returned to be good.,non-distorted
my friend discovered a new nature trail nearby and showed up at my house with a great bicycle and helmet for me. .,non-distorted
my wife and i went on a weekend getaway to the beach.,non-distorted
i realized last night that i will make more money this month than i previously thought. .,non-distorted
i made a new personal benchpress record.,non-distorted
i talked to a group of people about an issue i was concerned with.,non-distorted
i set a personal record for the amount of weight i lifted while strength training.,non-distorted
made me happy that the weather was nice today.,non-distorted
got new rug for my den. i've wanted it for ages!,non-distorted
i brought my bench press inside out of the weather. i went out and carried it in one piece at a time.,non-distorted
"finishing all my chores early in the week and getting to relax during this past weekend, made me very happy.",non-distorted
going on a field trip with my son. we went to a baseball game and seeing his eyes light up and getting joy with something new was awesome.,non-distorted
i worked out first thing this morning.,non-distorted
the new york knicks actually played well and won a game.,non-distorted
all the seeds in my wife and i's garden have germinated and started to sprout.,non-distorted
got my lab reports back. my cholesterol was awesome. .,non-distorted
passing my college exam.,non-distorted
i discovered a new store that sells many things i really like.,non-distorted
i went to my doctors and found out im having a boy and a girl in august.,non-distorted
"when it was my free session at school, which means i had 35 minutes of no learning.",non-distorted
a deep romance with my girlfriend last weekend was extremely awesome.,non-distorted
i ate some really tasty ice cream.,non-distorted
i got a full 8 hours of sleep.,non-distorted
i kept receiving these easy daily mturk hits asking me to describe happinesses.,non-distorted
i pet my cat for few minutes.,non-distorted
"taxes are headed lower, thank god!",non-distorted
i had time to sit and read a good book.,non-distorted
i had a productive day at work today.,non-distorted
i was able to spend time with a close friend i hadn't seen in a year.,non-distorted
i received a gift card from a survey panel that i belong to. .,non-distorted
an event that made me happy was my brother choosing to go into the military.,non-distorted
i got a new stereo for my car.,non-distorted
completed all the routine vaccines for my 2 years old daughter and next vaccine when she will be 5 years.,non-distorted
my little cousin sending me funny memes on instagram.,non-distorted
i find out that i get an a for my managerial accounting class!,non-distorted
i had a good dream.,non-distorted
"my girlfriend, who is sick, finally managed to get to sleep.",non-distorted
my order for six pounds of coffee beans arrived today!,non-distorted
"on my 21st birthday, my boyfriend proposed to me.",non-distorted
went to the keys for some family time.,non-distorted
a new season of my favorite show was added to netflix.,non-distorted
my daughter got god marks in annual examination.she makes me very proud.,non-distorted
i successfully climbed to the top of the old man of storr.,non-distorted
i received time off for memorial day weekend.,non-distorted
i am happy and grateful that we still have the same next door neighbors that we've had for 20 years.,non-distorted
i received compliments for the chicken dinner that i made tonight.,non-distorted
my sister said the food i made was delicious.,non-distorted
i bought the video game for which i was saving.,non-distorted
i made some grilled chicken.,non-distorted
i watched an april fools video that was very funny.,non-distorted
an event that made me really happy when i was finally accepted into a nursing program after i had been applying for different programs for two years.,non-distorted
i got a 1 tb hard disk full of movies from my friend for one week.,non-distorted
my neighbor didn't bother me today.,non-distorted
my fianca(c) and i prepared a delicious dinner together.,non-distorted
i finished filing my taxes.,non-distorted
i was happy when i got to see one of my old dogs again earlier today. .,non-distorted
i was able to finish my work just in time for tommorrow's presentation.,non-distorted
i got some important genealogical research papers in the mail which confirmed a hunch i had. .,non-distorted
i made sandwiches made by me.,non-distorted
re-watched a favorite tv show.,non-distorted
i found the perfect gift of her favorite cosmetics brand for my friend that i will give to her later this month. .,non-distorted
my husband made dishes after yesterday's lunch.,non-distorted
going for a run.,non-distorted
my husband cleaned out my car for me while i took a nap.,non-distorted
"visiting my college roommate at her apartment in new york city, catching up and hearing about her new life there. .",non-distorted
i had dinner with my parents.,non-distorted
my cat cuddled with me in the morning when i woke up.,non-distorted
yesterday i helped old man who asking for food.,non-distorted
i discovered that the apple clips application came out on the iphone. this event made me happy when i told my mother she could finally start recording videos on her phone like she has always wanted to due to her love of watching youtubers.,non-distorted
"one event that made me happy in the past three months was when i went to my boyfriend's house and his dog, who is usually very reserved and shy, was so happy to see me that he danced around and jumped on me. .",non-distorted
i lowered my golf handicap by 5 strokes. .,non-distorted
i demonstrated a chemical reaction in the practical lab which attracts all the students.,non-distorted
had waffles with my sister.,non-distorted
finding out that my best friend was pregnant again. she hasn't had any luck in that department so for her to have this happen finally was a great feeling. .,non-distorted
graduated from nursing school. .,non-distorted
our vacation is getting close. .,non-distorted
"i was feeling grateful thinking about spending time with my mom and wife on mother's day, i ordered flowers for them.",non-distorted
"cleaning out my dresser and closet yesterday afternoon made me feel productive, less stressed, and happy to have finished an important task.",non-distorted
 bought my desired bike in my own salary and that was a fruitful moment in my life which i will cherish forever. i had to save money for almost a year in-order to buy. .,non-distorted
"i managed to make my bus connections seamlessly. this cut my transit time down 15 minutes, and i was able to get home to my awaited package earlier. .",non-distorted
i dropped 10.2 kilo.,non-distorted
the day 1 married spouse .,non-distorted
last 3 month i was very happy when my mother get released from hospital.,non-distorted
i was happy when i was able to eat 3 pieces of fried chicken for dinner. .,non-distorted
"my youngest daughters first birthday party, this was an amazing day.",non-distorted
"i hung out at my boyfriend's place of work, a bar, on cince de mayo and got to spend time with people i had not seen in months.",non-distorted
i watched a hilarious video on youtube.,non-distorted
i just got hired for a really fun temporary job that begins next week.,non-distorted
went and saw hamilton while i was on vacation.,non-distorted
one happy moment for me was the first time i ever went on trip outside the usa it was amazing great time i had.,non-distorted
i play a game called in the groove and i entered into the 13 blocks now passing about a dozen.  this is probably my biggest achievement as the physical challenge is quite demanding.,non-distorted
i got to hammock outside.,non-distorted
i got a college scholarship. .,non-distorted
purchased a washing machine for washing my clothes.,non-distorted
learned to cook a new dish.,non-distorted
i learned a new song to sing and play on guitar.,non-distorted
"one event that made me happy was winning ""teacher of the year"" today. i always wanted to win it, and finally did in 5 years.",non-distorted
a surprise visit my brother yesterday made me very happy. i had been trying to visit him for a long time but due to situational constraints arising every time i had to postpone the visit.,non-distorted
i watched my favorite tv shows while resting.,non-distorted
i found out that my sister got a new job that she really wants.,non-distorted
while i was volunteering at the hospital i helped a few people with various problems by reporting the problems to the correct people so that they could be fixed. .,non-distorted
"i took my son to the park after work, love to see him smile.",non-distorted
i was happy when i got a phone call saying i was approved for an apartment. .,non-distorted
my car was recently fixed due to factory warranty.,non-distorted
got to talk with a friend of mine on the phone for at least 20 minutes to catch up.,non-distorted
i met an amazing woman i can call my girlfriend.,non-distorted
"i heard back from my dr about an ailment i had. even though the news is not good, i was happy to hear that they finally figured out what my problem is.  .",non-distorted
we got my brother a new wheelchair and didn't even have to wait for it.,non-distorted
i found out my favorite ice cream brand has come out with four new flavors.,non-distorted
the work load at work was minimal which made me happy.,non-distorted
i was happy to take my bike out for a ride.,non-distorted
i didn't eat any sweets / sugary foods for two weeks.,non-distorted
the melting of the final snow in march .,non-distorted
realzing that i am going to graduate college with honors. .,non-distorted
reading a new comic book that i just found out about. .,non-distorted
i saw my father today.,non-distorted
sitting down to reflect on past happy moments in my life for a mturk hit.,non-distorted
my dog had a surgery and now feels much better. .,non-distorted
i sold all of my items in stock to one buyer. that feeling was great. .,non-distorted
i felt happy when i made my boyfriend happy by buying him a special birthday cake. .,non-distorted
when my favorite actor wished me personally on my birthday. .,non-distorted
finished reading a boring book and was glad that it was over.,non-distorted
i went out to my favorite restaurant.,non-distorted
today i went on a run for the first time in a while.,non-distorted
i was able to put aside distractions and get caught up with a lot of work.,non-distorted
india winning the cricket match in semi finals.,non-distorted
"i had a good, fulfilling breakfast early this morning.",non-distorted
i controlled myself at the store and didnt buy junk food.,non-distorted
i visited my family temple and spend some meaningful time in the evening.,non-distorted
when i didn't have to pay for electric bill for one entire month.,non-distorted
i got a bonus payment at work.,non-distorted
i found some apple pie at the store that i like.,non-distorted
"my brother bought his first house, so now he has room for me to come visit.",non-distorted
i became happy when i realized that i actually got over 7 hours of sleep last night.,non-distorted
an old friend called out of the blue because she was thinking about me.,non-distorted
"my son won a funny award at school called the ""bermuda triangle award"" for having the most random objects be lost in his desk in his entire class. i laughed so hard i cried, and found it totally hilarious. .",non-distorted
"actually yesterday i helped a fallen helpless cow on ride side near my house, by providing it water and vegetables to eat, after which the cow slowly moved and got up later, which made me really very happy.",non-distorted
"i took my daughter down to a special spot near the river, just the two of us.",non-distorted
while i'm getting ready to my office i meet my school friend and share more things makes me happy.,non-distorted
listening to the music in the evening yesterday made me happy until i fell asleep which was a happy moment in itself.,non-distorted
a friend let me know that they can go to a final four party they initially couldn't go to.,non-distorted
ran a mini marathon in the morning.,non-distorted
i watched one of my favorite shows.,non-distorted
i went to new orleans on vacation with some of my closest friends.,non-distorted
a third event that made me happy was getting my new glasses.,non-distorted
i watched a new brooklyn 99 episode.,non-distorted
hearing good news from a friend about a job opportunity.,non-distorted
there was an office party at work the other day and i got to eat donuts.,non-distorted
yesterday i ordered chicken biriyani and found a reasonable amount of chicken pieces in the dish. that made me feel slightly happy.,non-distorted
i spent time with a girl i've had a crush on for nine years who played the guitar and sang for me before we went to the beach.,non-distorted
i was able to finish surreptitiously a whole bag of my favorite potato chips which the doctor forbade me to eat.,non-distorted
last week i booked a ticket to see my family this coming summer and am excited to travel.,non-distorted
a watched a tv show that made me smile.,non-distorted
when i watched that bitcoin is worth 2500 usd.,non-distorted
i bought a new car.,non-distorted
my dad came out of emergency surgery alive and well. .,non-distorted
"i referred my husband for a potential job at the company i work for, and got a very positive response to his resume.",non-distorted
"my daughter took her first steps, which then turned into her learning to walk. .",non-distorted
i took a day off work and barbecued with my family.,non-distorted
fixing dated for my native temple festival.,non-distorted
i was playing ball with my daughter.,non-distorted
i watched a hilarious mike tyson video! .,non-distorted
i was attending my friend's wedding party.,non-distorted
i went to italy.,non-distorted
i started the wheels turning on beginning my own business.,non-distorted
my little sister wrote and directed her first full length play and i got to go see it on its opening night (and it was hilarious and well written).,non-distorted
spending time with my family made me happy.,non-distorted
i was extremely happy to get a job the i wanted a couple of weeks ago.,non-distorted
i made brownies with double chocolate fudge swirls for dessert after dinner last night.,non-distorted
my dearest friend's son graduated from high school with honors.,non-distorted
i was approached by a student who told me that he was accepted to an internship program i helped him apply to. .,non-distorted
we went to the mgm casino.,non-distorted
"taking care of my nephew for the weekend, we had so much fun going to the arcade and zoo.",non-distorted
i went to the comedy club last week and laughed my head off.,non-distorted
i made 50 dollars on mturk!,non-distorted
one of my sons came home talking about the great experience he had making a new friend at school.,non-distorted
i received flowers from my boyfriend for no reason.,non-distorted
the shiplap wall i was constructed came out looking great.,non-distorted
i was surprised with concert tickets from my boyfriend to a concert of one of my favorite bands.,non-distorted
"i made, for my standards, a pretty good drawing.",non-distorted
i got off of extra work assignments.,non-distorted
i am totally happy for my best friends who make me special for them.,non-distorted
my husband is home and we can spend time together.,non-distorted
i just wrote out several answers on quora and several people liked them and got something out of them. that made me happy to think that i added a little value to othersa lives.,non-distorted
having received a second job offer from a different company.,non-distorted
i watched my son play with bubbles and laugh and giggle.,non-distorted
there were two frozen waffles in the freezer when i had thought i had already eaten the last ones.,non-distorted
the happiest event that has happened to me is close to three months ago i found out that i was pregnant. .,non-distorted
planned to have dinner with an old friend.,non-distorted
i got a new work project that pays more.,non-distorted
"i finished work on an onerous, difficult committee i served on at work.",non-distorted
the sun finally came out today after three days of rain.,non-distorted
eating briyani in a restaurant.,non-distorted
i found the right used car after being without a car for 3 months.,non-distorted
i found out that we will have an extra day off work tomorrow.,non-distorted
during the afternoon i made a small sale on some of my homemade goods and this was the first sale since starting up my store.,non-distorted
my wife and i possibly found a new house to move to. .,non-distorted
i cooked a nice meal.,non-distorted
i finished my last day in community college. .,non-distorted
i have a new car.,non-distorted
"i got a flat ride fare from uber and can ride all around my city for 4.99. i usually have to take public transit, so i was extremely happy for this whole month.",non-distorted
being able to leave work after a long day.,non-distorted
i had a delicious fresh last in a litte restaurant .,non-distorted
enjoyed with my friends in my home and getting fun moments.,non-distorted
i saw kinky boots last night.,non-distorted
a friend told me that a former colleague had nothing but great compliments about me and my work ethic.,non-distorted
going to the much hyped padmanabhaswamy temple and finding out that it looks like an ancient palace from inside.,non-distorted
went to my favourite devotional place.,non-distorted
seeing my aunt and her husband have a gender reveal of their new baby.,non-distorted
i was able to finally clear out all the cardboard boxes in the backyard.,non-distorted
"ozma was happy to have dorothy beside her, for girls of her own age with whom it was proper for the princess to associate were very few, and often the youthful ruler of oz was lonely for lack of companionship._x000d_
.",non-distorted
the wife said she would give the kid a bath tonight instead of me.,non-distorted
i lost 5 pounds. this is helping me get closer to my goal of losing 30 pounds. .,non-distorted
"today i got a gift at work from bath and body works, which i truly love!",non-distorted
"my partner gave me a cruise, which was an over the top gift.",non-distorted
i got to watch my favorite movie.,non-distorted
my family came to visit me at my house.,non-distorted
the pittsburgh penguins won a game versus the carolina hurricanes.,non-distorted
i got a large raise.,non-distorted
i ran into a neighbor while on vacation 3 states away from home.,non-distorted
i became a board member in my cooperative building.,non-distorted
the chicago cubs won today.,non-distorted
celebrating my nephew's birthday with my family.,non-distorted
i found out yesterday that my supervisor is away for the week on training.,non-distorted
i received positive feedback from my boss about work i had done recently and how i handle myself professionally under pressure.  .,non-distorted
received a package i was waiting for in the mail.,non-distorted
my daughter was laughing because i was chasing her.,non-distorted
taking the victoria clipper for a day trip from seattle to victoria.,non-distorted
"one event that made me happy was when i went out to a bird sanctuary to feed birds with my husband, and birds were landing on his head to eat seed.",non-distorted
"i pass all my classes, for the semester.",non-distorted
i had time to explore a national park. .,non-distorted
"my wife and i purchased a new car with a warranty because our previous car was showing its age at nearly 100,000 miles.",non-distorted
i purchased a new car for my family.,non-distorted
i practiced my acting skills at a local theater and got several laughs.,non-distorted
i was so relieved and happy that i literally shouted.,non-distorted
i completed a long-term project in my garden removing grass and making way for new plants.,non-distorted
i played with a dog in the park. .,non-distorted
"my younger sister got married and i was really happy for her and i'm relieved that she is at ease._x000d_
.",non-distorted
i bought my dream car and i ride it with my friends.,non-distorted
i was able to watch the baseball game that i recorded this past sunday. .,non-distorted
"despite forecasted thunderstorms, the weather was beautiful today, so i got to eat breakfast and dinner outside.",non-distorted
going on a job interview for a place i really want to work.,non-distorted
i hit 100 subscribers on my twitch channel in only 4 months. .,non-distorted
bought new house.,non-distorted
got the snow tires off of my car.,non-distorted
i was happy when i started planning to co-host a party with a friend.  .,non-distorted
completed a task that i was working on for work. which it came out very nice. .,non-distorted
my daughter sent a cute photo from her travels.,non-distorted
my friends and i watched a basketball game and ie team won!,non-distorted
an event that made me very happy was the detroit tigers winning their opening baseball game today.,non-distorted
i got a good grade on a huge english paper. .,non-distorted
bought a few new clothes.,non-distorted
i was happy to spend time with my son. .,non-distorted
i bought a bunch of stuff to make my own popping boba tea.,non-distorted
i had my final concert for my arabic choir class.,non-distorted
i met a new friend on a bus ride. it was very interesting to talk to him.,non-distorted
i had a wisdom tooth removed and the wound healed without complication. .,non-distorted
my first female baby was born during last 3 months.this event made me too much happy.,non-distorted
"named employee of the month at my job. it felt nice to be appreciated, which doesn't happen often.",distorted
i received an invitation to a party in the mail.,non-distorted
i celebrated a long work week with dinner and my wife.,non-distorted
i fixed a glitch in my cable service by tightening a connection.,non-distorted
one of my students grew 3 grade levels in math in only half a year.,non-distorted
"bought the legend of zelda, breathe of the wind for my nintendo switch last night. .",non-distorted
i performed my bellydance choreography flawlessly after 2 weeks of not practicing. .,non-distorted
my bitcoin went up from 800 dollars to 1800 dollars and made me a ton of money.,non-distorted
a new store opened near my neighborhood.,non-distorted
"tested a theory successfully. all these events are mixed, some happy aspect and some not. .",non-distorted
"at work today, my boss told me i was doing a great job.",non-distorted
a new music video of my favorite group came out.,non-distorted
i was happy that we had a competent person to lead the country during a tragedy in syria.,non-distorted
"the hotel i booked for my trip to thailand had good values, it was not expensive, the room was relatively big, the bed was comfortable, i was happy staying there, wish there was a bath instead of a nice shower, but other than that, my stay was enjoyable.",non-distorted
i won some free yogurt at the grocery store.,non-distorted
i went home after work and ate my burrito i adopted earlier and played overwatch. we finally won the last game of the night after a long losing streak.,non-distorted
today every one in home ate food and praised the taste of the food.,non-distorted
i got a compliment on a new shirt that i wore out.,non-distorted
i got to texas to see a baseball game.,non-distorted
"my boss punished me at work for taking time off for my college graduation, so i have been off the schedule, and monday was my first day back on the job.",non-distorted
"in the early morning, i spent some time at my favorite coffee shop working alone.",non-distorted
having enough money to pay all of my bills for the month.,non-distorted
"a gooseberry bush, a present from my husband, came back once the weather got warmer when i thought it had died.",non-distorted
i met my new neighbors this afternoon and found that they were very nice people.,non-distorted
my dog give birth to 4 childrens.,non-distorted
good one to remember as always.,non-distorted
i snagged a block of delivery work for tomorrow.,non-distorted
"the second was when i gave birth to my only son on the 1oth may....which is also my birthday. best ever birthday gift a mum could ask for._x000d_
.",non-distorted
on my friend wedding we had a spinster party at before the wedding night.and we had beautiful moments and had a lot of fun on that day.so i was very happy.,non-distorted
spending time talking with my family.,non-distorted
i was able to help my daughter resolve a problem she was having.,non-distorted
i went out bowling with some friends from work.,non-distorted
i went to shopping.,non-distorted
my friend came over and watched a movie with me.,non-distorted
my co-worker sent me a funny inside joke in a text message.,non-distorted
 i went to college.,non-distorted
my son celebrated his 8th birthday at a martial arts complex. he was so thrilled!,non-distorted
last month i meet my old school friends.,non-distorted
i finally had new tile put down in my kitchen.,non-distorted
"i recently graduated from college, in that time i felt a great sense of relief and was excited to complete my bachelors program. .",non-distorted
my husband getting a job interview.,non-distorted
"my cousin got a promotion at his job, finally getting recognized.",non-distorted
i watched the voice with my significant other.,non-distorted
my father has called me in the mornings to check on me.,non-distorted
i found some very decent e-liquid on sale for a fantastic price at the local vape shop today.,non-distorted
i found out that one of my coworkers was getting married.,non-distorted
when i met up with two of my friends at a brewery after work.,non-distorted
i becane really happy when i played pickup soccer and met a really nice girl and got her number.,non-distorted
"what made me happy was running into my girlfriend (sally) and her asking me to stay at her home with she & her family for an indefinite amount of time, after being homeless for several months.",non-distorted
won ps10 on a scratch card.,non-distorted
my daughter called me.,non-distorted
planned a vacation to philadelphia.,non-distorted
i got ready for my memorial day trip.,non-distorted
i saw my first bear of the year last night.,non-distorted
i went to the chiropractor and got some relief from my degenerative disc disease. .,non-distorted
i spent some quality time with my daughters.,non-distorted
i won a $10 bonus for a hit i did.,non-distorted
watching my son get into music.,non-distorted
my sister moved in with me.,non-distorted
seeing a family of bunny rabbits in my backyard. the baby bunnies are so cute.,non-distorted
my baby boy smiled and laughed.,non-distorted
ate a fantastic breakfast.,non-distorted
i was told i did a good job on an assignment at work.,non-distorted
i was able to leave work early on friday afternoon because i completed everything on my agenda.,non-distorted
i was happy when i found an alternative income source by doing hits on amazon mechanical turk.,non-distorted
i spare time to play with child during week day.,non-distorted
i booked tickets to see a good friend of mine who lives in a different state.,non-distorted
i earned a bonus from work for a project completed last month.,non-distorted
i went to walt disney world with my friends.,non-distorted
i woke up when i wanted to wake up.,non-distorted
"i received my replacement desk chair in the mail due to a hardware problem and the fact that it was covered under warranty, so i'm glad to have a working replacement and am excited to get comfortable in it and settle in for some turking.",non-distorted
we played with water and watch so many foreign peoples there it was new experience.,non-distorted
i watched some really cool videos.,non-distorted
an event that made me happy was when my sister made cheesy fire tofu and i got to eat two whole plates of it.,non-distorted
an event that made me happy was when my wife found out she got a scholarship from school.,non-distorted
i made a little extra money this week that i wasn't expecting.,non-distorted
going out with my family for a bike ride in the state park made me happy.,non-distorted
i was happy when i saw the beauty and the beast movie.,non-distorted
a happy event recently is when my sick rabbit began to show some positive life and began to eat some food on her own.,non-distorted
i bought a smartphone through online orders.,non-distorted
"during wrestlemania weekend this past april, two of my favorite tag teams wrestled in one of the best matches i have ever seen.",non-distorted
i was invited back to work a full day at my favorite school next week.,non-distorted
we got to facetime with our grandchild and watch him play a new game with his daddy.,non-distorted
"i was on travel for two days and my dogs were alone in house, when i come back they run over me and i caress them a lot, that was pretty funny and i was very happy.",non-distorted
my tomato plants sprouting made me happy.,non-distorted
looking at my offer. a number of my friends and relatives followed suit.,non-distorted
i started my weight loss journey and everyday i'm getting healthier and stronger.,non-distorted
drawing maps for the dungeon crawler game i am playing.,non-distorted
petting my neighbor's cat. .,non-distorted
i was happy when i bought  my first vaporizer for $59.00. .,non-distorted
"i have been married a month now as of two days ago, it was definitely one of the happiest days i've had in the past few months.",non-distorted
i got a nice haircut.,non-distorted
i received a promotion at work.,non-distorted
"i was happy when i stopped into a little shop and bought a special treat for my boyfriend to surprise him with.  _x000d_
.",non-distorted
"i planted some plum, pear and cherry trees in my garden.",non-distorted
 i'm still the guy who's madly in love with her.i could still remember the sweet smiles that picture in her face.,non-distorted
i adopted a dog in the neighbourhood .,non-distorted
i played video games.,non-distorted
i saw a movie in theater with my friends that makes me very happy.,non-distorted
i went out and bought a new bottle of nail polish.,non-distorted
i watched a youtube video about working that made me happy because it gave me motivation to work out myself.,non-distorted
watching cricket in the cricket stadium full of huge crowd for the first and team that i'm supporting wins the match.,non-distorted
i bought a new phone.,non-distorted
i played monster hunter 4 ultimate. .,non-distorted
i received a rebate check in the mail for $160!,non-distorted
i was happy because i got to see the first episode of the new twin peaks series.,non-distorted
"i had fast food, it was delicious.",non-distorted
"listening to charlie parker play the song, ""wah-hoo"" the other day, reminded me yet again why i love music so much.",non-distorted
i had a conversation with an old friend from college. .,non-distorted
"my daughter took a piece of dough when i was making bread and made a heart out of it, then brought it to show me and said, ""i love you mommy..",non-distorted
i went on a road trip for a day with friends.,non-distorted
i was able to travel to las vegas for a bachelor party and greatly enjoyed my time there.,non-distorted
