sentence,response,label
i never kissed anyone and i feel shame because of it.,distorted,distorted
i tell him all the time that i will try to quit but i can't because i stay so nervous.,distorted,distorted
"he has had violent out bursts, but only towards me, as far as i know.",non-distorted,distorted
i had no idea that i made such a lasting impression on her life and i'm restless because i don't know what i can do to make amends.,distorted,distorted
this i can say occurred because of my crumbling family life after my dad abandoned me and left me with my mother as a pre-teen.,non-distorted,distorted
"i was violently raped in college, and never told anyone about it.",non-distorted,distorted
"i've tried ways to stop my feelings for him like avoiding him, talking less with him, frankly it only made the situation worse.",non-distorted,distorted
i have only ever taken medicine/psychotherapy for depression symptoms when i was 11-12.,non-distorted,distorted
"iam suffering from anxiety disorder and she increases my anxiety to the worst level, iam having migraine and couldn't sure that i will continue my tharapy with her,her way of treat was changing and her facial expression was not so satisfying.",distorted,distorted
i'm so angry and tired of being reminded these things all the time – because i know.,distorted,distorted
only triggered by extreme confrontation or sadness when recalling an event.,non-distorted,distorted
"always thought she had a problem with anger management so i have taken her to 2 psychologists in her life, but she gets tired and bored.",non-distorted,distorted
"he used to be a pastor, but when he left the ministry, there was no one feeding his narcissism any longer and he started looking elsewhere for the attention he craved…bars, strip clubs,dating websites, etc.",distorted,distorted
my boyfriend has said that i'm stingy a couple of times now and i just wanted a second opinion because i disagree.,non-distorted,distorted
i have told the guy it can never happen again and that my future is with my husband and i feel guilty but on a bad day we still flirt.,distorted,distorted
picking a side would only mean hurting one of them.,distorted,distorted
i was completely in awe of him as i have suffered with self esteem issues and depression and he seemed to love me so much.,distorted,distorted
"i'm told that he's a bad influence on me, and that i'm putting myself in danger by associating with him.",non-distorted,distorted
"i have a horrible habit of conversing with people i know…but they're not even there! i do it constantly, and for long periods of time throughout the day or whenever i'm alone.",distorted,distorted
"at times, i felt something was going on, but i didn't 'check' on it, because i didn't want to be wrong and look crazy or dumb, and i didn't want to be right and look crazy or dumb.",distorted,distorted
we would talk out the few things we disagreed on but we never had any major issues that we disagreed or fought over.,non-distorted,distorted
"but i don't think that's the case, my psychosis isn't only when i'm manic or depressed, it's even when i'm stable.",non-distorted,distorted
"also, when i ask him if he wants to go someplace with me and the kids, he never wants to and gets upset about it.",distorted,distorted
"i wonder if i am ever going to get better, or if this depressive episode has damaged my brain in a way that can't be repaired.",distorted,distorted
about 3 years ago it all started with a full blown panic attack ! at the first time i didn't know what was happening to me so i drove to the emergency room.,non-distorted,distorted
as time passed i couldn't help myself not to think about all those symptoms and they were so scary for me.,distorted,distorted
"and even then, despite hating myself for being different, when other people didn't understand me, i always thought that there was something wrong with them for not understanding, even more so when they bullied me for it.",distorted,distorted
"people on tv i think like me and say certain things for me, then i remember that i'm stupid and crazy and weird looking and get embarrassed because i had that thought.",distorted,distorted
"i want to have a relationship some day, but i know that can never happen because i'm such a weird pervert.",distorted,distorted
i am not sure if i have a mental illness since i am only a teen and life is just starting out for me but i do have a lot of anxiety and i have been very depressed lately.,non-distorted,distorted
"i'm unsure if i'm suffering from something that is undiagnosed or if i am just living the ordinary life and the other people around me are having the issues, it's all so confusing.",distorted,distorted
"she told me my problems weren't that bad and when i told her i wanted to kill myself and that no one would care she said, why don't you try it and find out.",distorted,distorted
"should i return to the uk to get treatment? in short, i had the typical bad childhood.",non-distorted,distorted
"also i grew up poor, so all the things normally kids would have i didn't have those.",non-distorted,distorted
"for these reasons, i don't feel close to either one of them nor i have the freedom to talk about my problems with them.",distorted,distorted
"this is making things hard during class, because if i can't seem to write a word the right way or if i have to keep writing and erasing the same word i will get frustrated and want to push the paper away.",distorted,distorted
"he blames it on his depression and i let him because he had tried to kill himself before and i felt bad for him, but i feel like he uses it as an excuse to get away with things.",distorted,distorted
"my boyfriend's become fed up of me talking to him about all of this, since he has his own depression to deal with, and i understand that.",non-distorted,distorted
"ever since that panic attack, reality hasn't seemed the same since and i always yearn to go back to when my life was.",distorted,distorted
we used to be relatively close and in the first few months she was just always angry at me or crying because of him and since my brothers went to university it's just been me and her.,non-distorted,distorted
"i cant help but think that alan sort of ""liked"" being with a damaged woman that he could help and further dominate.",distorted,distorted
"no matter what i do i can't let me just be me, because i so strongly feel that what i am what everyone else is going to hate.",distorted,distorted
"apart from that there are a bunch of thoughts that i don't know how to control, no matter if i tell myself that i'm being irrational, i always end up thinking that i have a serious desease, that i may have cancer.",distorted,distorted
i always thought he was just tired from work or just feeling grumpy because he has an unstable mom.,distorted,distorted
"i helped him through his crisis, which was nothing more than a temper tantrum and despair mixed together, and said i needed more time to work out solutions for the problems.",distorted,distorted
my brain is always clouded to the point i can't think straight and i'm irritable.,distorted,distorted
it was all i thought about and it ruined me.,distorted,distorted
i had such a horrible feeling inside of me because i thought i would never see him again.,distorted,distorted
"i am stressed out as about the time i leave my house and either move in with my bf or live by myself how to deal with my family not talking to me, because i know they won't because of when i was kicked out the first year.",distorted,distorted
"it sounds so much more stupid seeing all my thoughts written down, i'm worried.",distorted,distorted
"i think about my ""friend"" or my whole family dying a lot and it doesn't bother me at all.",distorted,distorted
now the real problem is that since he doesn't have a college degree and comes from a broken up family (different family upbringing) my mom is telling me to break it off with him.,distorted,distorted
because of the nature of my work law enforcement cannot be involved as that is a violation of the offender's privacy.,distorted,non-distorted
it makes me guilty to the point i feel suicidal i dont know what i should do to cure myself.,distorted,distorted
"i was diagnosed with depression and generalized anxiety disorder and though in the past two years have deeply contemplated killing myself, i am still here trying to be more than what ever my parents are.",distorted,distorted
"i have dealt with this my entire life and i thought that once i moved out and no longer depended on her, this cycle would end but it seems to have only gotten worse.",distorted,distorted
it doenst make any sense because i look great and have no reason to be so sickening jealous of this girl.,distorted,distorted
"i used to be a 'happy' person with the occasional 'sad' moments, now i am a sad person with some rare 'happy' moments.",distorted,distorted
the reason i'm asking about this is because i'm often in a violent mood.,distorted,distorted
"i should be writing a book right now, but i never feel motivation to do that either.",distorted,distorted
my son knows me and knows i would never do anything like molestation.,non-distorted,distorted
he has dinner alone and goes to sleep early (i bet it is only to avoid us too).,distorted,distorted
"he has never asked how i am, doesn't seem to care that i'm financially struggling and fighting cancer.",distorted,distorted
"i have tried to tell someone how i felt, and i had to stop because i got too choked up.",non-distorted,distorted
from india: my parents have subjected me to physical harassment ever since i can remember.,non-distorted,distorted
"i'm terribly afraid of public speaking, working in groups, or being around people in general, and a lot of that is because i'm afraid of what they will think of me.",distorted,distorted
ever since then iv had to quit weed because it gave me panic attacks.,non-distorted,non-distorted
"from the get-go i knew that she had depression, and had never sought any form of treatment.",distorted,distorted
what should i do? discontinue therapy? wait for her to call? is this normal? do patients just take a break and never hear from their therapists? i'm feeling very hurt.,distorted,distorted
i feel frustrated sometimes because i have little control over my thoughts.,distorted,distorted
"now i feel utterly worthless, unwanted, unloved, and alone.",distorted,distorted
i'm feeling sick after every time i eat and my stomach is constantly upset.,non-distorted,distorted
whenever she and the boy who sits across from me get into a conversation i just feel completely enraged and can't help but want to set her hair on fire ( though i doubt i ever would ).,distorted,distorted
"i manipulate and blackmail to get what i want, which makes me sound like a bad person when i'm really not, but recently i have started to think about and even seriously consider murder.",distorted,distorted
"this makes it even more difficult for me to reach orgasm because i now worry about how long i take, and feel like it might be the last time i get an orgasm for a while so i have to 'make the most of it'.",distorted,distorted
"hello, my name is jane and i'm from germany, i have already been in therapy for depression because i used to want to kill myself.",non-distorted,distorted
it's always my fault.,distorted,distorted
he can only be stimulated if i say things to anger him and he talks to me like i am dirt and a whore.,distorted,distorted
"i feel unaccepted, worthless, and often a burden on others, even when by myself.",distorted,distorted
"he was only there when i was having trouble at school with bullies or fears that it would happen again, but i am on summer break right now and he is back.",distorted,non-distorted
"anyway i get anxious with my boyfriend sometimes and i think it's because of what happened, but every time i think about telling her i feel sick and panicky like i can't breathe.",distorted,distorted
it's been 3 years since i talked with a counselor or a teacher and now when i am in need of talking with someone about my problems i find it very hard to do so without reading into their facial expressions and getting really nervous about what they think of me.,distorted,distorted
"i'm a 23 year old woman who has recently been thrown into a huge amount of responsibility due to the death of my father-and roughly a week later, the death of my mother.",non-distorted,distorted
"this year i have suffered through periods of self harm and deep depression, because i feel like i am losing control and i don't know how to break the pattern, i do not allow anyone to get close to me and i make it so i have no one to turn to.",distorted,distorted
even my own father end up in hospital in critical condition and deep down i felt nothing.,distorted,distorted
"i am running out of options and nothing and no one is making me feel any better, and i hate myself for saying that because i know i am the only one able to fix my life, but then again, i feel so alone and need someone, something, anything.",distorted,distorted
i sometimes cry myself to sleep because i can't be with her full time.,distorted,distorted
"i would like to mention that i can't call for a therapist, simply because my parents will find out and i can't risk being disclosed and thought as a freak by my family or anyone close to me.",distorted,distorted
"i have begun worrying that i am going crazy, or that i'm skitzofrenic or psychotic even though i have never seen or heard anything that wasn't there.",distorted,distorted
"i'm constantly worrying about everything even if i have no control over it and tonight, i cut myself.",,distorted
"i have always fantasized about hurting and killing animals and people, but there is a part of me that knows that it isn't the right thing to do.",distorted,distorted
she's completely irrational and i'm worried that she might have some underlying mental problems.,distorted,distorted
it causes me a lot of issues in my job and my professional performance because i lack self-confidence and fear being judged.,distorted,distorted
"i don't do anything to aggravate him, in fact i try to avoid him seeing me (since just seeing me aggravates him) but he would find me and abuse me for any or no reason at all.",distorted,distorted
i'm scared to talk about this with my therapist because i'm scared of what she might tell me.,distorted,distorted
i think she's going to be understanding and sympathetic like she always is but what if she isn't? i can't stop worrying about it.,distorted,distorted
"she made sure he would never come back to our club or contact me again, which helped a lot, but i cant stop thinking about how stupid i was for letting myself do those things.",distorted,distorted
he spent money he shouldn't have nothing i did was good enough for him (not even support).,distorted,distorted
"she lied to her shrink about the rape, the family even her friends in front of my about this rape which never occurred.",distorted,distorted
i have thought about trying to become a serial killer all of it but the 1% of my mind is holding me back.,distorted,distorted
"i cannot seem to get out of bed, the very thought of facing the world every day makes me cry and debate my life.",distorted,distorted
she used to abuse us and still saying we're not important and never let us express ourselves and always nagging on me and my brother and so on my dad.,distorted,distorted
"she had a major panic attack and was hospitalized for 2 weeks, which was very traumatic.",non-distorted,distorted
"i need help, i need to know what should i do if i want to rape and murder people.",,distorted
when i think about what's wrong with me i can't think at all.,distorted,distorted
though recently i've been hating social interaction and have felt completely numb in general.,distorted,distorted
"after we broke up i met someone else, whom i love a lot but because i still dwelled on my old relationship we broke up too.",distorted,distorted
i chose to hide my struggle so never got tested for mood disorders.,distorted,distorted
also she has one labeled food journal but i didn't get to look at it because i didn't want to arouse suspicion for taking too long.,non-distorted,distorted
it got me panicking and later on i think that my feelings were exaggerated due to anxiety and there was nothing sexual there.,non-distorted,distorted
this didn't cause me to hate her at all as she did apologize and we eventually became closer.,non-distorted,distorted
"it feels like no matter what i do to get better, i can't get away from people telling me they cut or are suicidal.",distorted,distorted
i'm always depressed when i'm not around my ex.,distorted,distorted
it's gotten to the point that deciding which course for college i should choose or turn down is pushing me into panic.,distorted,distorted
"if i ever formed an attachment to a woman and the feeling was mutual, i instantly pushed her away, as if saying ""what's wrong with you?? how can you be with me???"" i always knew i'd make a bad husband, not because i was cruel, but because i can't be close.",distorted,distorted
"since i would hate to see my parents hurt, especially because of me, it is a constant thought in my mind that if my parents were dead i would do this and that.",distorted,distorted
i never know what to say to people at dinners or anything so i have panic attacks.,distorted,distorted
i have never had a friend or even have spoken to someone my own age.,distorted,distorted
"now the problem is, i want the infatuation to stop but i don't want to cut her or her band out of my life completely.",non-distorted,distorted
the bad thing is that i cannot express love or open myself to any bpdy because i just can't feel what they feel… i imagine it as some kind of a barrier in me.,distorted,distorted
i wouldn't talk to anyone for the rest of the night after that because i would break into tears and stress thinking about how he died.,distorted,distorted
he's been a little different ever since we were younger and he was bullied extensively in high school.,non-distorted,distorted
i worry about every little thing and i feel so depressed because of things that haven't even happened.,distorted,distorted
i don't want to be a bad mother and i don't want to lose my family.,non-distorted,distorted
i'm always arguing with my mom and my two brothers everyday.,distorted,distorted
"i know what people think of me, i'm a bad person.",distorted,distorted
"i only drank from the age of 20-23, but i drank so heavily i went into acute liver failure on may 31, 2013.",non-distorted,non-distorted
doing a lot of this on my own with only family support and little support from the father but stuck with past feelings for him even though he's cheated.,distorted,distorted
he doesn't know what to do when i cry and never talks about his feelings.,distorted,distorted
we have no idea when i should meet his son (my own therapist suggested 6 -12 months after the split to give the child time to grieve it has been 8 months since my boyfriend and his ex split).,non-distorted,distorted
i'm so lonely and have nothing to look forward to.,distorted,distorted
my grandma (who i live with) gets me in trouble because i'm supposed to be older than that and not react.,distorted,distorted
and often i feel depressed because of all these various thoughts that keep running in my mind.,distorted,distorted
for a while now i've had this problem where if something doesn't feel exactly right i have to fix it until it does feel right and it's hard to focus on anything else if i leave it.,distorted,distorted
"my younger self always thought i would be ""me"", uninfluenced by external forces, but it appears that i'm losing the ""me"" i used to be, and not for the better.",distorted,distorted
i'm 21 and i was raped almost two years ago and every since i have had this obsession with rape.,non-distorted,distorted
"even from when i was young, she was always very violent when she was angry and she would break a lot of furniture but i thought that this was a normal adult behavior.",non-distorted,distorted
"he really didn't, there were no bruisings and i know it was because i was going to do something much worst.",distorted,distorted
the thoughts eventually stopped and i went to the doctor and she diagnosed me with adjustment disorder with depressed mood and prescribed zoloft in which i didn't take due to my boyfriend saying that it will not help me but have me in this dazed out state of mind.,distorted,distorted
this is very embarrassing and i can't even talk to my therapist about this face to face because i feel weird about it.,distorted,distorted
she love of my life but i feel i should make her leave me so i don't ruin her life.,distorted,distorted
he is an acholoic and addictied to pain pills so he is that much worse in the evenings.,distorted,distorted
"i cannot prove it was my mom, but no one else was in the house.",non-distorted,distorted
"usually i recite the numbers ""1 2 9 10 5 9"" if i realise that i'm talking to myself in public because i start to panic and think people are going to think i'm strange even when no one has noticed.",distorted,distorted
i have worked a little but struggled in that environment because i cannot concentrate because i feel others are saying or thinking bad things about me.,distorted,distorted
i am never as good as anyone else.,distorted,distorted
i pray something horrible will happen to me just so i don't have to continue another day of agony.,distorted,distorted
i get extremely anxious every time i must attend workshops or conferences for this reason.,distorted,distorted
"if i win something, i feel nothing, same thing with losing, watching movies, jump scares, death, surprises, birthdays, or anything else a normal person would react to.",distorted,distorted
i think i should see a therapist but i'm scared of therapists and not sure what to do.,non-distorted,distorted
"i overcame depression years ago, but even without it i'm pretty much an introverted person, who has never been emotionally stabile and i feel like my boyfriend is using this against me.",distorted,distorted
"sometimes crying, sometimes wanting to scream, nothing i do gets my mind off of it.",distorted,distorted
i am a 18 year old male who is very confused about what i want to do with my life.,non-distorted,distorted
i did come from an abusive home but nobody had been listening when i only spoke of the yelling and neglect and the hitting.,non-distorted,distorted
"only my family knows my aversion of being around people ,but even then they don't know the extent of how i feel of just the thought of being around people, the fear that rises in the pit of my stomach ,and the feeling of becoming trapped, and not being able to breath as if someone is chocking me.",distorted,distorted
"i do not want to have an intercourse with her, only to abandon her few days after.",non-distorted,distorted
"i cried over my kids eating breakfast and i am starting to cry over this because i feel stupid for not knowing why i constantly feel 'not normal"".",distorted,distorted
"i feel like i'm in a corner with no way out, every possible path i need to take to fix myself, i cant bring myself to walk down whether its my self esteem, depression or social anxiety stopping me.",distorted,distorted
"i feel depressed mostly because i think of myself as a failure, or because i'm afraid of the future and failure.",distorted,distorted
"i recently failed out of college, and ever since, i am not sure i am okay.",distorted,distorted
i know you're gonna look at this and make assumptions because i'm a 16 year old girl and i self harm.,distorted,distorted
"i hate what i have become and am losing faith in ever getting better i do not know what to and cannot commit to any form of therapy as bulimia and self harm, despite their destructiveness are my only thing i have left to hold on to, i do not understand how to let them go but its killing me.",distorted,distorted
before i go to bed at night i always have the worst thoughts of me getting avenge on my enemies or someone who has made me mad and it makes me get the shakes and i grind my teeth because i get so angry.,distorted,distorted
"throughout fights i had to scream ""watch your attitude!"" constantly! and not only that, it came to the point where we wanted to record her attitude towards mom because she kept arguing that her attitude was ""normal"".",distorted,distorted
what should i do? my life is so messed up.,distorted,distorted
"i can't think of anything to say to start a conversation, sometimes if i'm lucky ill get a conversation going but then random negative thoughts just come back into my head, i get flustered, and the conversation goes back to nothing and i am once again awkward.",distorted,distorted
"my grades in school are down because i do not feel like doing my work or even attending class, and it's only for the fact that i don't want to interact with people because i'm worried of being judged.",distorted,distorted
"my mom has bipolar disorder and depression, she will spend a couple months never leaving her room and watching tv.",non-distorted,distorted
"growing up my sister has always resented me, she's bullied me throughout my life, even publicly shaming me on facebook and twitter regularly.",distorted,distorted
"i did a lot of research and found that i might be suffering from ocd and i have been meeting with a ocd specialist and have told him all of my concerns and he has told me that i have ocd, anxiety, and depression.",non-distorted,distorted
"i never told anyone how i was treated at home or what went on, because i was embarrassed.",non-distorted,distorted
"whenever i tell my parents we should get him to talk to someone, my dad just says he is being a typical moody teenage boy.",non-distorted,distorted
i'm starting to think that there's something wrong with me and it's my fault that he's angry at me all the time.,distorted,distorted
"i can't get anything done, i can't focus on important things, because that makes me think about myself, which leads to me feeling worthless and hateful of myself.",distorted,distorted
"i have tried talking to my parents (i didn't tell them all these details) but they just brush it off or think i'm just worrying or a crazy young person and they wont help me see a doctor, so i'm turning here for help.",distorted,distorted
told me it was my fault i struggled so badly to pay attention to my teacher because she never stayed on one topic.,distorted,distorted
"at first i thought it was ocd, because i was diagnosed at a very young age, but now i' not sure that's the overall issue.",non-distorted,non-distorted
i would always cry and feel worthless because i always felt left out and thought they were getting closer to each other and they were going to leave me behind.,distorted,distorted
"she does not seem to hear me when i try to explain what the doctors have told me, saying things like ""what to hell do they know?"" and claiming my mental health diagnoses are a ""fashion in medicine"".",distorted,distorted
"i am plagued by near-constant intrusive thoughts of all three main types – violent, religious and sexual.",non-distorted,non-distorted
"my real childhood was an absolute horror, and i don't understand what is happening to me.",distorted,distorted
"i didn't feel guilty, but i felt bad because i am addicted.",non-distorted,distorted
now i feel worthless in life.,distorted,distorted
i feel that i should leave him before any children come into the picture to avoid hurting more people.,distorted,distorted
i'm fairly certain that if one of my closest friends died i wouldn't feel bad at all.,distorted,distorted
next day i was fine but i found out my co-worker has passed away due to heroin overdose.,non-distorted,distorted
"no matter the situation, he gets completely overwhelmed, starts thinking about the worst possible outcome, and stresses himself out.",distorted,distorted
not because i'm afraid but just stood and couldn't say no .,distorted,distorted
i should also add that my mom kicked me out 3 different times in high school each after my stepdad abused me.,non-distorted,distorted
except i still fail at being likable to 90% of my class because i come off as awkward.,distorted,distorted
"so i am an educated women, i don't want to made out as some poor little helpless house wife who doesn't have two nickels to rub together.",distorted,distorted
neither of us are friends with her now but we don't want to just ignore the fact that she has symptoms of mental illness.,non-distorted,distorted
it's gotten to the point where i won't finish books or series or won't draw or won't listen to certain songs because i just feel really sad and empty when i do.,distorted,distorted
"i feel like i keep slipping in and out of crazy, i don't even have panic attacks anymore but i always have this overwhelming since of anxiety and derealization.",distorted,distorted
"just a quick background, im 29 never met my father and lost my mother to cancer when i was 16.",non-distorted,distorted
"i have to conceal my shopping list or the stuff i buy and whenever they find it ,they judge me and criticize me immediately.",distorted,distorted
but there is no way to prevent that from happening because i'm only 18 and am still covered under my mom's insurance.,distorted,distorted
"i noticed my issue upon a death within the family, throughout the entire process i didn't feel anything, at points i even tried to force myself to feel as i thought i would be a horrible for not doing so.",distorted,distorted
i was the only one besides my mom who didn't cry.,non-distorted,distorted
"i did a horrible, unforgivable, disgusting thing when i was 13/14 (i can't really bring myself to say it because it is so sickening).",distorted,distorted
i'm really sad all the time.,non-distorted,distorted
everyday i have to do these counting and moving rituals although some days are worse than others.,non-distorted,distorted
i am so bored and disillusioned with everything at this point in my life that i don't even feel like a real person.,distorted,distorted
"or maybe the anxiety and panic attacks were such a huge blow to my ""system"" that i am normal but i keep over thinking everything and doubting my ""realness"".",distorted,distorted
i have anger build up on me and i have nowhere to get it out on.,distorted,distorted
she wasn't a bad mom as i grew up.,non-distorted,distorted
i can inherit as disabled survivors pension only after their death.,non-distorted,non-distorted
"i plan to move because of unrelated issues, but because of my mom, i am hesitating.",non-distorted,distorted
i just hate feeling like i'm a bad person.,distorted,distorted
"hi, i am a 14 year old girl, and i think i may have a problem.",non-distorted,distorted
my relationship with my children's father has never been healthy (i realize that now).,non-distorted,distorted
i go to a psychiatric but when they ask me if i ever have the urge to use again or if i abused again i lie because my mom is in the room with.,non-distorted,distorted
"however, he only makes an effort to make me orgasm about once a week or less, which seems unfair.",distorted,distorted
"what if i dont accept me again? what if i have to go back home, a failure.",distorted,distorted
"it's been two months, but i'm still crying myself to sleep every night.",non-distorted,distorted
i nearly crashed a car and killed myself unintentionaly because i got mad.,distorted,distorted
i also have a tendency to lose my train of thought always.,distorted,distorted
"the reality is, i should have seen a counselor a very long time ago but i was always reluctant too until a recent breakdown.",non-distorted,distorted
i was in such a bad condition that when my mother applied for disability on my behalf i was accepted immediately.,non-distorted,distorted
"if i have to call someone or see them in person, i will put it off for weeks or even months just to avoid being in a situation that i am uncomfortable with.",distorted,distorted
it got to a point at times i was choking back tears because i was so anxious.,non-distorted,distorted
"however, i worry that i'm not being as loving towards her as i feel i should be.",distorted,distorted
i hate myself for never being able to scream.,distorted,distorted
"i have never been caught doing anything, nor do i do anything remotely bad in any sense.",distorted,distorted
"i only want to have sex with him and to make it worse, i get jealous when he even mentions other girls.",distorted,distorted
"in school i never fit in with others (fighting, manipulation, terrorize) finding them to be mindless robots that have no real purpose too easily controlled, a feeling that hasn't gone away in adulthood.",distorted,distorted
she is an adult now and after my therapy i contacted her and admitted how wrong it was what i had done to her and took responsibility for my actions.,non-distorted,non-distorted
i have no one to talk to about my problems.,distorted,distorted
i already see a therapist because my mom thinks im have anger problems.,non-distorted,distorted
"i feel like a loser, failure and disappointment.",distorted,distorted
i have thought of suicide before but i could never do that because of my kids that need me here.,non-distorted,distorted
"it gets worse day by day and my parents don't ever listen to what i have to say,they threaten me to shut me up, i have tried multiple times talking to them but no avail.",distorted,distorted
"firstly, i am a complete failure.",distorted,distorted
"honestly, i started cutting myself because i was bored but it became very serious: now i have suicidal thoughts.",distorted,distorted
"bottom line, i don't know how to handle all of this and it hurts.",non-distorted,distorted
should i just leave him? can he love at all? should i confront him? i have never openly asked him about his desires to kill because it scares me.,distorted,distorted
"in that session she told my partner that our communication would never be ""awesome"" she also told him that i would never be happy with him.",distorted,distorted
i always fought for us even when it's painful and hurtful.,non-distorted,distorted
"i don't know if it's just from his moods or not, but i am scared that he is only saying this because he's afraid to hurt me again.",distorted,distorted
she makes out she feels bad and she's there for me but she never has been before so why now.,distorted,distorted
i hate going to school because it is just a constant reminder of how my life will never be the way i long for it to be.,distorted,distorted
"everyone i talk to claims ""men cheat"" and that what he did, while wrong and inexcusable, shouldn't be ground for break up.",distorted,distorted
he has been doing much better with not drinking but i have caught him lying about it because i can tell when he is.,distorted,distorted
i don't treat them with disrespect but i constantly feel as if they believe i am a bad daughter.,distorted,distorted
"while my brother's criminal record has only grown, landing him in a fancy rehabilitation facility for 6 months to avoid jail.",non-distorted,distorted
it's something that i can't really get rid of no matter how hard i try.,distorted,distorted
i always feel like i'm going to have a panic attack.,distorted,distorted
he said its my fault i'm ugly because i eat too much.,distorted,distorted
i feel as if that confusion also stems from the  rapid fire of thoughts always in my head.,distorted,distorted
"god has always been a center in my family's life, but never felt the faith thrust upon me.",non-distorted,non-distorted
one moment i am in a good/happy mood and then the next i am completely angered and in the worse moods ever.,non-distorted,distorted
"later i found out, his mother had anger problems as well, when she would get mad at her son she would scream, throw wooden boxes at his head and give him a concussion, use any object to hurt him not caring what it was the only thing she didn't use were knives.",non-distorted,distorted
"i feel very irritable when i do have to get up to do anything, and not being able to do anything has been with me since my depression started pretty much.",distorted,distorted
everyone at school thinks i'm a freak because of what happened last year.,distorted,distorted
"i returned to work within a few months of each birth, despite being complicated and difficult birth of 2nd son and the sudden death of my mother when he was only a few months old.",non-distorted,distorted
i will be miserable if i cannot keep my friendship with him but my stomach stays in knots because i have now been excluded from my family.,distorted,distorted
"my parents consider me ""unsympathetic"" ""selfish and self centered"" and tell me that my actions are hurtful and disrespectful, but i don't always know why they should have been offended.",non-distorted,distorted
"i have contemplated suicide, but not because i was depressed but because my life is routine and routine is boring and being bored is probably one of the worst feelings.",distorted,distorted
she has told me i don't have a right to be upset because at my age (24) i have nothing to be down about.,distorted,distorted
should i just let it go? seems unfortunate it has to be this way.,non-distorted,distorted
i am a 14 year old with asperger's disorder and i have an average normal family.,non-distorted,non-distorted
"i've avoided treatment because i dislike medication due to past experiences and my last hospital visit didn't go well, so i'm afraid of the next one.",distorted,distorted
i'm 17years old and ever sinse 8th grade iv had an issue with cutting and scratching myself when i get angry and its mostly because my mom has yelled at me or gotten after me for something.,distorted,distorted
"nothing ever eases the pain, i cry multiple times a day.",distorted,distorted
"like i'm worthless, maybe broken or damaged beyond repair.",distorted,distorted
i am terrified of people talking to me or having to talk to people and it's a huge issue when it comes to my job.,distorted,distorted
"so when i talked to my parents they said it was just because my hormones are all over the place, but would my hormones give me suicidal thoughts or wanting to cut.",distorted,distorted
"i'm tired of having to face this every day and i knew i could not continue to avoid it, but the cruel remarks made me ashamed of myself.",distorted,distorted
i must have everything clean and in its spot at all times or i get super frustrated and lose my temper.,distorted,distorted
"i don't have a best friend, but i want to kill my closest one.",distorted,distorted
"my grandfather was a child molester, though i don't remember him ever molesting me.",non-distorted,distorted
my mom has the same thing but shes learned to live with it but no one else i know has it and i cant find any type of similar disorder.,distorted,distorted
"i figured things would only get worse until the next week when my mood did a complete 180 and i suddenly knew the answers to life, the fact my ex wasn't talking to me no longer bothered me, i spent over $200 in 2 days (and the rest throughout the following week) etc.",distorted,distorted
i'd hate to grow up and be such a bad example to my kids.,distorted,distorted
he knows how much he has hurt me and seems genuinely sorry and ashamed but i am stuck and don't know what to do.,non-distorted,distorted
"i don't know why, but i have never felt comfortable with people, and with the world around me.",distorted,distorted
something happened in november that made me feel worthless and horrible.,distorted,distorted
i am worried i will not be effective outside of a very narrow community.,distorted,distorted
she was banned from her family because of me being born out of wedlock.,distorted,distorted
my mother has had a terrible childhood.,non-distorted,distorted
i couldn't sleep at night i was in a complete panic that wouldn't end.,distorted,distorted
"he would just leave the ""tasty"" garbage there and then get mad every time because ""the dog shouldn't do that"".",distorted,distorted
the reason i'm here is because my t seems fidgety during every session.,non-distorted,distorted
"i don't think be would cheat, but i also think there should be boundaries on closeness to prevent emotional cheating.",non-distorted,non-distorted
he started going on about how he was a bad person and i should see other people.,distorted,distorted
"i sometimes wish this could be true, so i would have a reason to be such an angry person, but then i think that it must be terrible and i don't want to face this situations.",distorted,distorted
"i don't like to use official words (depression, abuse, anxiety, disorder, etc) because i'm scared that i'm not worthy of them, i almost feel like they're titles that i don't deserve because i don't act the right way.",distorted,distorted
i'm feeling worthless and guilty.,distorted,distorted
i hate myself for ever wanting to hurt anyone.,distorted,distorted
"i am depressed, lonely (seem to have nothing in common with those my age), sad and frankly a little desperate to be writing to an online forum.",distorted,distorted
"this feeling of hatred or urge to hurt is only for specific infants (3 infants of my wife's sister, 2 infants of my wife's brother and 1 infant of an old female friend's brother).",distorted,distorted
"i can't get over what i did, i feel depressed, and i feel like everything in my life is ruined because of this mistake.",distorted,distorted
"i get very sad when this happens, because i would never say those things out loud, but it feels just as bad to think it.",distorted,distorted
is this something we should be concerned about? i worry the girls are being brought into their parents' marriage issues and in the process are being taught to interrogate their dad and worry about boundaries with him and friends.,distorted,distorted
"when i'm walking home from school, i feel like every car that passes is going to kidnap me and murder or hurt me.",distorted,distorted
"my mom knows i used to cut, but she thinks i stopped a year ago.",non-distorted,distorted
"when i was around 7 i used to break down crying because i felt guilty about doing something ""bad"".",non-distorted,distorted
when i was 13 i was in a bad accident where 30% of my body was burned with 3rd degree burns.,non-distorted,distorted
i never have dreams and i don't know why i can't sleep since it's been going on for this long there has got to be a real reason behind this.,distorted,distorted
"but i feel like i am doomed to feel like this forever, having no respite unless i take high doses of medications.",distorted,distorted
